Time	R044WFSIMES	R044WFSQMES	R044WFSGMES	R044WFSPMES	R044WFSIASK	R044WFSQASK	R044WFSGASK	R044WFSPASK	R044WFSCRFP	R044WFSCRFPP	R044WFSCRRP	R044WFSCRRPP	R044WFSGLDE	R044WFSPLDE	R044WFSDETA2	R044WFSCFQE2	R044WFSDFQES
-102.4	-17800	-12219	13.8328	-145.519	3660	6786	2.35291	61.6553	1.51139	41.1108	1.38164	149.205	1.2871	17.0782	-17.4902	-9.10656	-6.4834
-102.2	-17931	-12040	13.8382	-146.135	3734	6746	2.35291	61.04	1.51531	40.4956	1.37906	148.64	1.29164	17.0398	-17.3859	-9.04872	-6.4834
-102	-18066	-11842	13.8389	-146.761	3809	6704	2.35291	60.4248	1.51251	39.8694	1.38178	147.975	1.29625	17.0123	-17.3859	-9.04872	-6.4834
-101.8	-18202	-11624	13.8393	-147.431	3883	6661	2.35291	59.7382	1.50831	39.0948	1.38521	147.365	1.30119	17.0343	-17.4957	-9.10961	-6.69528
-101.6	-18340	-11390	13.8324	-148.145	3967	6611	2.35291	59.0295	1.50957	38.0951	1.38593	146.926	1.30645	17.0782	-17.6605	-9.20107	-6.69528
-101.4	-18494	-11143	13.8317	-148.931	4054	6558	2.35291	58.244	1.51769	37.2766	1.38235	146.234	1.31224	17.1002	-17.8033	-9.28047	-6.69528
-101.2	-18643	-10883	13.8286	-149.727	4148	6498	2.35291	57.453	1.52008	36.4417	1.38378	145.459	1.31811	17.1002	-17.8967	-9.33246	-6.80611
-101	-18786	-10647	13.8321	-150.452	4229	6447	2.35291	56.7224	1.52316	35.8923	1.37835	144.58	1.32346	17.0837	-17.6935	-9.21938	-6.80611
-100.8	-18931	-10404	13.8374	-151.216	4314	6390	2.35291	55.9589	1.5219	35.2112	1.38007	143.811	-1.32398	17.0618	-17.5671	-9.14922	-6.80611
-100.6	-19060	-10164	13.8386	-151.93	4394	6335	2.35291	55.2502	1.51741	34.3652	1.38507	143.141	-1.31872	17.0288	-17.6221	-9.17971	-6.80936
-100.4	-19183	-9922	13.8355	-152.655	4472	6282	2.35291	54.5197	1.51811	33.36	1.38779	142.69	-1.31338	17.0728	-17.8967	-9.33246	-6.80936
-100.2	-19313	-9664	13.8363	-153.424	4557	6219	2.35291	53.7561	1.52596	32.2998	1.38779	142.207	-1.30771	17.0618	-18.2153	-9.51024	-6.70832
-100	-19443	-9414	13.8401	-154.177	4638	6158	2.35291	53.0035	1.53717	31.4813	1.3835	141.625	-1.30216	17.0068	-18.3252	-9.57169	-6.70832
-99.8	-19564	-9168	13.842	-154.896	4716	6099	2.35291	52.2729	1.53423	31.0748	1.38164	140.515	-1.29686	16.9794	-18.1219	-9.45807	-6.70832
