Time	R043WFSIMES	R043WFSQMES	R043WFSGMES	R043WFSPMES	R043WFSIASK	R043WFSQASK	R043WFSGASK	R043WFSPASK	R043WFSCRFP	R043WFSCRFPP	R043WFSCRRP	R043WFSCRRPP	R043WFSGLDE	R043WFSPLDE	R043WFSDETA2	R043WFSCFQE2	R043WFSDFQES
-102.4	12732	-16682	15.7997	-52.608	1801	-10145	3.05603	-79.4147	1.81006	-154.061	1.86489	-55.3381	-9.53107e-05	0	0.41748	0.196185	0.00651926
-102.35	12733	-16680	15.8042	-52.6355	2254	-8992	2.79785	-70.5212	1.9223	-150.601	1.74635	-59.2932	0.000142966	-0.032959	0.505371	0.237489	0.00651926
-102.3	12739	-16674	15.8006	-52.6025	2493	-9599	3.04932	-79.2664	1.89442	-153.32	1.78202	-56.8323	-0.000142966	0	0.97229	0.456941	0.00651926
-102.25	12742	-16676	15.8046	-52.6245	2541	-8092	2.79724	-74.5532	1.82932	-146.81	1.8717	-62.8033	4.76554e-05	-0.0439453	1.19202	0.560232	0.00651926
-102.2	12736	-16672	15.8002	-52.6135	2422	-8977	3.04352	-74.6356	1.83589	-149.491	1.83811	-60.6555	-4.76554e-05	-0.0164795	1.24695	0.586057	0.00651926
-102.15	12737	-16678	15.8038	-52.6245	2422	-8977	2.81494	-73.6908	1.9007	-154.221	1.78764	-55.5524	4.76554e-05	-0.0274658	1.5271	0.717783	0.00651926
-102.1	12737	-16675	15.8006	-52.6355	2403	-9134	2.99927	-68.4338	1.85063	-151.304	1.83219	-58.7549	0.000142966	-0.0164795	1.87866	0.883135	0.00651926
-102.05	12734	-16678	15.7988	-52.6355	1602	-9478	3.1192	-71.5375	1.90084	-150.447	1.83796	-60.4083	0.000142966	0	2.68616	1.2632	0.00651926
-102	12736	-16675	15.8024	-52.6355	3354	-8801	2.85309	-69.9445	1.87705	-151.93	1.80955	-57.9199	0.000142966	-0.0109863	2.24121	1.05372	0.00651926
-101.95	12735	-16683	15.8038	-52.652	3410	-8354	2.69775	-62.4573	1.888	-150.271	1.7832	-60.0623	0.000285932	-0.0109863	1.97205	0.927067	0.00651926
-101.9	12738	-16672	15.7993	-52.6135	2810	-9485	3.08533	-74.9652	1.86012	-145.267	1.82464	-64.5337	-4.76554e-05	0.00549316	2.18079	1.02529	0.00651926
-101.85	12735	-16681	15.802	-52.641	3432	-8204	2.81677	-67.4341	1.88917	-154.6	1.83781	-55.6842	0.000190621	-0.0164795	3.02673	1.42364	0.00651926
-101.8	12739	-16673	15.8011	-52.6245	3673	-8692	3.0014	-74.3005	1.90011	-150.326	1.81043	-58.9966	4.76554e-05	0	3.54858	1.66968	0.00651926
-101.75	12734	-16684	15.7988	-52.652	3423	-9415	3.00201	-63.3252	1.83896	-153.973	1.85616	-56.0083	0.000285932	0.0164795	3.27393	1.54016	0.00651926
-101.7	12738	-16673	15.802	-52.6355	3952	-8878	2.9364	-68.7744	1.88595	-150.337	1.84935	-60.0293	0.000142966	-0.0164795	3.5376	1.6645	0.00651926
