Time	R1M2WFSIMES	R1M2WFSQMES	R1M2WFSGMES	R1M2WFSPMES	R1M2WFSIASK	R1M2WFSQASK	R1M2WFSGASK	R1M2WFSPASK	R1M2WFSCRFP	R1M2WFSCRFPP	R1M2WFSCRRP	R1M2WFSCRRPP	R1M2WFSGLDE	R1M2WFSPLDE	R1M2WFSDETA2	R1M2WFSCFQE2	R1M2WFSDFQES
-102.4	4	-4	0	-39.5947	-8527	-7216	3.40851	-128.947	0.00219748	90.8514	0.0016861	-25.351	0.244689	145.003	81.1725	192.781	-0.632368
-102.2	4	-9	0	-64.6545	-10046	-4886	3.40851	-161.158	0.00219748	94.3671	0.00165711	-32.5031	0.417459	144.948	88.2642	987.75	-0.61281
-102	5	-8	0	-71.8066	-8527	-7216	3.40851	-168.311	0.00213651	97.9431	0	-18.1934	0.466768	145.009	102.09	-139.776	-0.61281
-101.8	9	-10	0	-18.1934	-2119	-10966	3.40851	-128.947	0.002167	108.677	0.0016861	-18.6768	0.0971407	144.976	91.8457	-929.278	-0.61281
-101.6	5	-2	0	-18.6768	-4666	-10149	3.40851	-115.181	0.00210603	101.519	0.0016861	-18.1934	0.100473	145.014	116.34	-60.4746	-0.596512
-101.4	8	-3	0	18.6768	-415	-11163	3.40851	-92.1368	0.002167	108.677	0.00171508	-18.6768	-0.157054	144.981	63.2098	59.2958	-0.596512
-101.2	6	-3	0	-32.4426	-8950	-6682	3.40851	-114.697	0.00213651	101.519	0.00165711	-11.5247	0.19538	144.959	91.8457	-929.278	-0.596512
-101	5	-1	0	-46.7523	-4666	-10149	3.40851	-128.947	0.00213651	101.525	0.00162813	-25.3455	0.294035	145.009	59.7107	51.2577	-0.332482
-100.8	9	-7	0	-39.5947	-9358	-6098	3.40851	-136.099	0.00222796	105.095	0.00174407	-18.6768	0.244689	144.959	91.8457	-929.278	-0.332482
-100.6	3	-7	0	-85.6329	-11127	-975	3.40851	177.863	0.00231941	101.519	0.00174407	-15.1007	0.562091	144.992	128.716	-37.3507	-0.550877
-100.4	9	-10	0	-43.2532	-8048	-7746	3.40851	-136.099	0.00234989	101.525	0.00177305	-25.351	0.269911	145.009	100.157	-167.128	-0.550877
-100.2	14	-9	0	-32.5031	-7023	-8687	3.40851	-129.007	0.00228893	97.9431	0.00177305	-18.1934	0.195796	145.014	107.314	-96.0434	-0.550877
-100	5	-3	0	-18.6768	-7023	-8687	3.40851	-114.697	0.00231941	97.9431	0.00171508	-25.351	0.100473	145.009	119.916	-52.0351	-1.03982
-99.8	5	-2	0	-18.6768	11149	658	3.40851	-115.181	0.00222796	101.525	0.0016861	-18.1934	0.100473	144.992	-169.843	5.36414	-1.03982
-99.6	11	-3	0	-18.6768	-5896	-9488	3.40851	-115.181	0.00231941	101.525	0.0016861	-21.7749	0.100473	144.954	119.916	-52.0351	-1.03982
-99.4	7	0	0	-32.4426	-8950	-6682	3.40851	-143.256	0.00219748	97.9431	0.0016861	-25.3455	0.19538	145.014	-169.838	5.3671	-0.795349
-99.2001	8	-6	0	-39.5947	-10046	-4886	3.40851	-143.256	0.00219748	101.525	0.0016861	-25.3455	0.244689	144.954	91.8457	-929.278	-0.795349
-99.0001	7	-6	0	-57.5574	-9358	-6098	3.40851	-154.061	0.002167	101.519	0.0016861	-25.3455	0.368529	144.948	66.7914	69.8254	-0.795349
-98.8001	5	-8	0	-46.7523	-4666	-10149	3.40851	-136.099	0.002167	101.519	0.00162813	-18.6768	0.294035	144.998	10.1569	5.36377	-0.511762
-98.6001	2	-5	0	-39.5947	-4666	-10149	3.40851	-136.099	0.00219748	111.769	0.00165711	-25.351	0.244689	144.954	70.3674	83.929	-0.511762
-98.4001	9	-2	0	-32.5031	-2119	-10966	3.40851	-129.007	0.00219748	108.677	0.00165711	-15.1007	0.195796	144.965	13.7329	7.31678	-0.511762
-98.2001	8	0	0	-32.5031	-4755	-10107	3.40851	-129.007	0.00219748	101.525	0.00162813	-25.351	0.195796	144.965	119.916	-52.0351	-0.723638
-98.0001	6	-3	0	-32.4426	-7023	-8687	3.40851	-128.947	0.00219748	111.769	0.00174407	-18.1934	0.19538	144.981	153.21	-15.1177	-0.723638
-97.8001	1	-3	0	-64.6545	-8527	-7216	3.40851	-161.158	0.00225844	94.3671	0.00177305	-32.4426	0.417459	144.959	112.764	-71.3526	-0.723638
