Time	R1M2WFSIMES	R1M2WFSQMES	R1M2WFSGMES	R1M2WFSPMES	R1M2WFSIASK	R1M2WFSQASK	R1M2WFSGASK	R1M2WFSPASK	R1M2WFSCRFP	R1M2WFSCRFPP	R1M2WFSCRRP	R1M2WFSCRRPP	R1M2WFSGLDE	R1M2WFSPLDE	R1M2WFSDETA2	R1M2WFSCFQE2	R1M2WFSDFQES
-102.4	23227	-5050	15.3614	-12.2278	-3574	-10583	3.40851	-108.721	2.1429	73.8336	1.99893	117.724	0.0560121	14.4745	4.50989	2.36152	19.988
-102.2	20716	-11628	15.3522	-29.2291	-6513	-9075	3.40851	-125.722	2.1353	56.9861	2.00663	100.514	0.173225	14.5679	4.55933	2.38752	19.988
-102	16417	-17190	15.3632	-46.2579	-8884	-6771	3.40851	-142.745	2.13134	40.0397	2.01338	83.4521	0.290627	14.4635	4.4989	2.35574	19.988
-101.8	10672	-21234	15.3559	-63.2593	-10476	-3878	3.40851	-159.752	2.12704	22.5824	2.01338	66.9397	0.407839	14.5239	4.54285	2.37885	19.9587
-101.6	3984	-23437	15.3617	-80.2826	-11151	-640	3.40851	-176.776	2.14422	5.32837	2.00053	50.0153	0.525204	14.4635	4.55933	2.38752	19.9587
-101.4	-3033	-23559	15.35	-97.2345	-10853	2634	3.40851	166.273	2.13464	-11.3599	2.00952	32.8162	0.642075	14.5844	4.53186	2.37307	19.9587
-101.2	-9776	-21660	15.3595	-114.241	-9607	5699	3.40851	149.26	2.13233	-28.3612	2.01081	15.8258	0.759326	14.4745	4.4989	2.35574	19.9424
-101	-15663	-17860	15.3518	-131.188	-7524	8255	3.40851	132.308	2.14323	-45.6427	1.99861	-0.796509	0.87616	14.5514	4.48792	2.34997	19.9424
-100.8	-20202	-12525	15.3606	-148.145	-4798	10089	3.40851	115.351	2.14917	-62.0398	1.99925	-18.3307	0.993069	14.491	4.59229	2.40485	19.9424
-100.6	-22967	-6114	15.3595	-165.026	-1661	11047	3.40851	98.4705	2.12407	-78.7006	2.0198	-35.3815	1.10945	14.48	4.53735	2.37596	19.9359
