Time	R2M1WFSIMES	R2M1WFSQMES	R2M1WFSGMES	R2M1WFSPMES	R2M1WFSIASK	R2M1WFSQASK	R2M1WFSGASK	R2M1WFSPASK	R2M1WFSCRFP	R2M1WFSCRFPP	R2M1WFSCRRP	R2M1WFSCRRPP	R2M1WFSGLDE	R2M1WFSPLDE	R2M1WFSDETA2	R2M1WFSCFQE2	R2M1WFSDFQES
-102.4	-13996	19419	12.9982	125.766	8895	1343	2.64313	11.0852	2.19436	-45.6537	0.222141	-33.8983	8.35387e-05	0.0219727	-6.24573	-2.46739	0
-102.35	-14000	19428	13.0033	125.804	8559	587	2.81616	0.977783	2.19531	-51.8829	0.240081	-25.296	-0.000208847	-0.032959	-6.33362	-2.50239	0
-102.3	-14003	19423	13.0023	125.799	9266	330	2.78229	1.86768	2.15166	-44.9066	0.23276	-40.2924	-0.000167077	-0.0164795	-6.08093	-2.40179	0
-102.25	-14001	19412	12.9954	125.799	9070	861	2.97241	6.3446	2.20037	-44.7418	0.223911	-39.7101	-0.000167077	0.0164795	-6.28967	-2.48489	0
-102.2	-14004	19410	12.9976	125.788	9347	1088	2.74506	7.88818	2.14249	-41.7371	0.231312	-48.0872	-8.35387e-05	0.0384521	-5.89966	-2.32967	0
-102.15	-14009	19417	13.0023	125.799	8366	712	2.81128	1.46667	2.18329	-47.5269	0.235818	-32.7228	-0.000167077	-0.032959	-5.37781	-2.12233	0
-102.1	-14007	19419	13.0011	125.799	8977	923	2.87903	2.22473	2.18487	-45.5438	0.243782	-36.7438	-0.000167077	0.0109863	-5.59204	-2.2074	0
-102.05	-14004	19419	13.0017	125.799	9154	470	2.76978	3.36731	2.31899	-43.4674	0.197685	-43.819	-0.000167077	-0.0219727	-5.5426	-2.18777	0
-102	-13991	19433	13.0026	125.788	8585	839	2.64557	3.47717	2.11939	-46.9226	0.240242	-33.5907	-8.35387e-05	-0.0274658	-5.43274	-2.14414	0
-101.95	-14010	19419	13.0042	125.782	8844	401	2.57385	3.22998	2.15988	-44.3463	0.230991	-41.2152	-4.17693e-05	-0.0164795	-4.8175	-1.9001	0
-101.9	-14010	19416	13.0008	125.821	9502	380	2.95502	1.99951	2.23896	-47.7905	0.20042	-27.691	-0.000334155	0	-3.97705	-1.56743	0
-101.85	-14005	19422	13.0051	125.771	8643	937	2.46338	5.13062	2.25636	-47.417	0.20396	-29.9872	4.17693e-05	-0.0164795	-4.45496	-1.7565	0
-101.8	-13993	19423	13.0004	125.766	8177	832	2.52441	8.05847	2.2358	-47.8949	0.230025	-34.2004	8.35387e-05	-0.0384521	-4.8175	-1.9001	0
-101.75	-14009	19425	13.0026	125.793	8810	558	2.64557	3.47717	2.15324	-47.4994	0.228416	-27.5812	-0.000125308	-0.0164795	-4.70764	-1.85657	0
-101.7	-14005	19424	13.0045	125.782	9627	570	2.62238	3.40027	2.19594	-49.2792	0.206212	-32.4481	-4.17693e-05	-0.00549316	-4.50989	-1.77825	0
-101.65	-13993	19426	13.0029	125.782	7968	1034	2.63947	4.51538	2.30602	-47.2797	0.203477	-26.131	-4.17693e-05	-0.0439453	-4.85596	-1.91534	0
-101.6	-14010	19417	12.9995	125.804	9348	350	2.86316	4.15283	2.08492	-48.23	0.248448	-31.5253	-0.000208847	-0.00549316	-5.18555	-2.04603	0
-101.55	-13999	19428	13.0029	125.782	8591	432	2.53906	4.76807	2.25984	-49.7241	0.225279	-30.4376	-4.17693e-05	-0.032959	-5.48767	-2.16595	0
-101.5	-14007	19419	13.0001	125.793	9510	-24	2.74658	3.28491	2.28072	-48.6365	0.201788	-33.1952	-0.000125308	-0.0219727	-5.25146	-2.07218	0
-101.45	-14002	19422	13.0033	125.782	9164	61	2.56012	5.3833	2.19784	-48.4497	0.24169	-30.9924	-4.17693e-05	-0.0384521	-5.88318	-2.32312	0
-101.4	-13995	19425	13.0011	125.81	9351	-60	2.91656	0.878906	2.13869	-51.9434	0.235254	-22.2144	-0.000250616	-0.0219727	-5.82825	-2.30128	0
-101.35	-14004	19426	13.0017	125.793	8959	289	2.64771	3.63647	2.27313	-47.6422	0.206373	-33.5632	-0.000125308	-0.0384521	-5.5426	-2.18777	0
-101.3	-14007	19419	13.0051	125.81	8718	646	2.76001	-0.637207	2.31361	-47.7191	0.200018	-32.3383	-0.000250616	-0.0384521	-5.51514	-2.17686	0
-101.25	-14009	19416	13.0017	125.793	8681	805	2.69226	4.30115	2.07479	-48.1146	0.252229	-32.9425	-0.000125308	-0.0164795	-5.65796	-2.23359	0
-101.2	-14024	19403	13.0033	125.837	9978	-635	2.96753	-3.12561	2.16589	-45.7526	0.223831	-35.9143	-0.000459463	-0.032959	-5.25696	-2.07436	0
-101.15	-14008	19419	13.0008	125.799	8607	782	2.70935	5.40527	2.19468	-45.824	0.22021	-37.5073	-0.000167077	0	-5.86121	-2.31438	0
-101.1	-14012	19414	13.0051	125.81	9235	-226	2.73682	-0.76355	2.28388	-49.9164	0.230427	-24.6808	-0.000250616	-0.0494385	-6.36108	-2.51333	0
-101.05	-13999	19420	13.0004	125.755	9440	717	2.56897	11.5851	2.11623	-49.2627	0.244104	-27.6636	0.000167077	0.0219727	-6.49841	-2.56806	0
-101	-14006	19428	13.0023	125.793	8756	84	2.65137	3.12012	2.26712	-53.1409	0.242977	-17.644	-0.000125308	-0.0549316	-7.00928	-2.77189	0
