Time	R1M8WFSIMES	R1M8WFSQMES	R1M8WFSGMES	R1M8WFSPMES	R1M8WFSIASK	R1M8WFSQASK	R1M8WFSGASK	R1M8WFSPASK	R1M8WFSCRFP	R1M8WFSCRFPP	R1M8WFSCRRP	R1M8WFSCRRPP	R1M8WFSGLDE	R1M8WFSPLDE	R1M8WFSDETA2	R1M8WFSCFQE2	R1M8WFSDFQES
-102.4	21539	2248	13.9987	5.93811	4155	-4313	1.84204	-47.5104	0.875687	-78.728	0.84119	-51.4105	0	0.0109863	-1.04919	-0.383976	-0.00325963
-102.2	21537	2240	13.9948	5.93262	4474	-3392	1.78894	-41.5778	0.862125	-74.9432	0.842627	-55.5469	4.61681e-05	0.0109863	0.175781	0.064324	-0.00325963
-102	21536	2245	14.001	5.96008	3975	-4304	1.80847	-51.2018	0.920559	-80.4364	0.801144	-50.0208	-0.000184672	-0.00549316	-0.587769	-0.21509	-0.00325963
-101.8	21543	2245	13.9971	5.9436	4770	-3983	1.86707	-45.4504	0.931728	-80.0409	0.790465	-49.1803	-4.61681e-05	0.0219727	-0.197754	-0.0723646	-0.00325963
-101.6	21535	2231	13.9979	5.92163	4451	-3895	1.72913	-44.2749	0.959449	-85.5396	0.757812	-43.819	0.000138504	-0.0109863	0.609741	0.223132	-0.00325963
-101.4	21545	2236	14.0014	5.92712	4484	-3006	1.6745	-43.9124	0.904206	-76.734	0.81059	-53.7616	9.23361e-05	-0.00549316	-0.032959	-0.0120607	-0.00325963
-101.2	21534	2233	13.9956	5.92712	4536	-4585	1.85974	-44.7089	0.870302	-79.7882	0.841806	-50.5865	9.23361e-05	0.0219727	-0.109863	-0.0402024	-0.00325963
-101	21545	2232	14.0018	5.93262	3368	-4220	1.66534	-48.4277	0.859732	-81.958	0.856181	-48.8837	4.61681e-05	-0.032959	1.85669	0.679658	-0.00325963
-100.8	21546	2249	14.0022	5.97107	3659	-3225	1.72913	-53.1903	0.9415	-80.1672	0.770339	-50.0702	-0.000277008	-0.0439453	2.74109	1.00382	-0.00325963
-100.6	21540	2225	14.0041	5.90515	3624	-4110	1.48132	-40.4352	0.852552	-78.1732	0.850226	-52.0752	0.000277008	-0.032959	2.39502	0.876923	0
-100.4	21540	2228	13.9995	5.91614	4833	-3408	1.72607	-39.5728	0.886456	-80.5188	0.829073	-48.9496	0.000184672	0.0274658	2.59827	0.951439	0
-100.2	21536	2222	13.9925	5.90515	4660	-4223	1.91437	-37.749	0.914177	-66.2146	0.796215	-62.9242	0.000277008	0.0494385	3.79028	1.38901	0
-100	21534	2235	13.9999	5.91614	4230	-3167	1.65466	-40.0781	0.929135	-82.4414	0.77958	-47.049	0.000184672	-0.0164795	4.21326	1.54455	0
-99.8	21539	2235	13.9975	5.9436	4448	-4070	1.91956	-47.9663	0.861327	-81.0626	0.851868	-48.5596	-4.61681e-05	0.0164795	4.43298	1.62541	0
