Time	R042WFSIMES	R042WFSQMES	R042WFSGMES	R042WFSPMES	R042WFSIASK	R042WFSQASK	R042WFSGASK	R042WFSPASK	R042WFSCRFP	R042WFSCRFPP	R042WFSCRRP	R042WFSCRRPP	R042WFSGLDE	R042WFSPLDE	R042WFSDETA2	R042WFSCFQE2	R042WFSDFQES
-102.4	-23990	1419	15.803	176.633	-12203	11824	5.25299	137.769	2.03264	-70.0159	0.927182	-98.8879	-0.000208065	-0.0439453	-5.46021	-2.1681	0.00325963
-102.35	-23995	1409	15.8038	176.633	-12918	10747	5.30334	137.626	2.00856	-72.9547	0.946081	-95.1141	-0.000208065	-0.032959	-5.59204	-2.22078	0.00325963
-102.3	-23994	1406	15.8046	176.633	-12503	12740	5.25299	137.769	2.04653	-72.301	0.917044	-95.8447	-0.000208065	-0.0274658	-5.35034	-2.12422	0.00325963
-102.25	-23996	1413	15.8042	176.633	-12535	11398	5.14832	138.972	2.09312	-73.7183	0.889682	-93.609	-0.000208065	-0.0439453	-5.83374	-2.31742	0.00325963
-102.2	-23995	1407	15.8042	176.66	-12746	11570	5.40649	135.099	2.05192	-74.6246	0.914092	-92.5708	-0.000416129	-0.0384521	-5.99854	-2.38336	0.00325963
-102.15	-23994	1413	15.8038	176.605	-12821	11214	5.01556	143.767	2.04186	-72.7185	0.922556	-95.3613	0	-0.0274658	-6.22375	-2.47354	0.00325963
-102.1	-24003	1407	15.8086	176.638	-11401	12147	5.02136	135.725	2.02414	-80.6396	0.938895	-84.1937	-0.000249678	-0.0878906	-6.00403	-2.38556	0.00325963
-102.05	-23999	1411	15.8066	176.644	-11952	11732	5.16144	135.406	2.06878	-76.9812	0.91606	-88.9288	-0.00029129	-0.0604248	-6.21277	-2.46914	0.00325963
-102	-23995	1407	15.8046	176.66	-12772	12514	5.37445	134.066	2.08985	-74.3829	0.889485	-92.84	-0.000416129	-0.0219727	-6.35559	-2.52636	0.00325963
-101.95	-23990	1411	15.7981	176.633	-13651	11229	5.41412	139.345	2.03576	-78.2062	0.936238	-87.0831	-0.000208065	0.0109863	-6.9104	-2.74897	0.00325963
-101.9	-23998	1404	15.8099	176.644	-12572	10513	5.02136	136.357	1.99254	-75.2893	0.952774	-92.3621	-0.00029129	-0.0604248	-6.59729	-2.62328	0.00325963
-101.85	-23992	1410	15.8026	176.633	-13161	10633	5.24933	139.285	2.07416	-75.4321	0.902084	-91.3348	-0.000208065	-0.0219727	-6.53687	-2.59904	0.00325963
-101.8	-23998	1408	15.8034	176.633	-13067	10495	5.16785	139.235	2.06226	-74.5697	0.913599	-92.5598	-0.000208065	-0.0274658	-6.72363	-2.67398	0.00325963
-101.75	-23997	1411	15.8054	176.622	-12650	12490	5.10376	138.84	2.04738	-74.8993	0.922655	-92.439	-0.000124839	-0.032959	-6.9928	-2.78207	0.00325963
-101.7	-23999	1412	15.8066	176.633	-12734	10914	5.00854	138.224	2.02825	-71.5704	0.94421	-96.9379	-0.000208065	-0.0494385	-7.28394	-2.89913	0.00325963
-101.65	-24002	1423	15.8058	176.622	-12110	12131	5.05432	138.999	2.06099	-79.5081	0.913403	-86.413	-0.000124839	-0.0549316	-6.95984	-2.76883	0.00325963
-101.6	-23991	1410	15.803	176.616	-13023	10116	5.16327	141.059	2.0843	-74.5148	0.903265	-93.208	-8.32258e-05	-0.0384521	-7.10266	-2.82623	0.00325963
-101.55	-23995	1410	15.8054	176.633	-12911	12425	5.29114	137.697	2.10635	-76.7065	0.891453	-89.3353	-0.000208065	-0.0219727	-7.39929	-2.94556	0.00325963
-101.5	-23995	1402	15.805	176.655	-12449	11098	5.33325	134.72	2.03435	-78.2281	0.948443	-87.583	-0.000374516	-0.0549316	-7.73438	-3.08055	0.00325963
-101.45	-23998	1409	15.8054	176.66	-12443	11715	5.38422	134.61	2.07884	-77.0416	0.90858	-89.2859	-0.000416129	-0.0384521	-7.77832	-3.09827	0.00325963
-101.4	-23998	1412	15.8066	176.633	-12665	10656	5.02716	137.862	2.06283	-73.5645	0.919111	-93.9166	-0.000208065	-0.0439453	-7.85522	-3.12929	0.00325963
-101.35	-23996	1406	15.8046	176.66	-12840	12165	5.33325	134.72	2.07955	-78.6456	0.906217	-86.4404	-0.000416129	-0.0274658	-7.80029	-3.10713	0.00325963
-101.3	-23998	1405	15.8099	176.644	-12168	11288	5.0412	135.994	2.04852	-76.5967	0.941159	-89.588	-0.00029129	-0.0604248	-8.08044	-3.22019	0.00325963
