Time	R044WFSIMES	R044WFSQMES	R044WFSGMES	R044WFSPMES	R044WFSIASK	R044WFSQASK	R044WFSGASK	R044WFSPASK	R044WFSCRFP	R044WFSCRFPP	R044WFSCRRP	R044WFSCRRPP	R044WFSGLDE	R044WFSPLDE	R044WFSDETA2	R044WFSCFQE2	R044WFSDFQES
-102.4	21573	12042	15.8076	29.1467	-5950	-7486	2.88788	-128.48	2.12384	-134.626	1.52709	-45.2637	-0.000121448	-0.0549316	-10.2173	-5.20884	-0.00325963
-102.35	21575	12042	15.8061	29.1467	-6044	-7785	2.91626	-126.678	2.04914	-137.263	1.58246	-42.5171	-0.000121448	-0.0439453	-10.5194	-5.36633	-0.00325963
-102.3	21580	12044	15.8068	29.1687	-6682	-7822	2.99652	-132.49	2.08739	-139.136	1.56068	-40.5615	-0.000283378	-0.0274658	-10.7666	-5.49542	-0.00325963
-102.25	21583	12037	15.8091	29.1467	-5355	-7177	2.79663	-128.578	2.04979	-138.252	1.59643	-41.0559	-0.000121448	-0.0769043	-10.6183	-5.41794	-0.00325963
-102.2	21578	12042	15.8113	29.1467	-6762	-6902	2.64557	-129.391	2.08327	-138.29	1.55486	-42.204	-0.000121448	-0.098877	-10.1184	-5.15737	-0.00325963
-102.15	21575	12031	15.8034	29.1577	-6092	-7509	3.10028	-127.744	2.13587	-137.159	1.51079	-42.4457	-0.000202413	-0.0439453	-10.3217	-5.26321	-0.00325963
-102.1	21578	12044	15.8079	29.1577	-6084	-6919	2.8363	-130.034	2.06381	-136.604	1.57797	-44.0991	-0.000202413	-0.0878906	-10.1624	-5.18024	-0.00325963
-102.05	21577	12037	15.8072	29.1632	-6609	-7646	2.96326	-131.034	2.07997	-140.768	1.5808	-37.9248	-0.000242895	-0.0384521	-10.5908	-5.4036	-0.00325963
-102	21576	12046	15.8072	29.1467	-5932	-7399	2.86072	-127.546	2.01187	-134.967	1.61256	-44.7198	-0.000121448	-0.0714111	-10.2118	-5.20598	-0.00325963
-101.95	21581	12041	15.8061	29.1467	-5911	-7538	2.92206	-127.513	2.13093	-138.406	1.51778	-40.0232	-0.000121448	-0.0549316	-10.0085	-5.10021	-0.00325963
-101.9	21578	12050	15.8091	29.1687	-6780	-7029	2.91229	-132.935	2.09036	-135.626	1.54239	-44.4562	-0.000283378	-0.0823975	-9.85474	-5.02025	-0.00325963
-101.85	21579	12034	15.8072	29.1522	-6589	-7789	2.89337	-128.721	2.09514	-137.642	1.54671	-42.1985	-0.00016193	-0.0384521	-10.0415	-5.11735	-0.00325963
-101.8	21582	12045	15.8087	29.1577	-5211	-7423	2.80182	-128.831	2.13472	-139.147	1.52576	-40.7483	-0.000202413	-0.0549316	-10.2338	-5.21742	-0.00325963
-101.75	21573	12038	15.8068	29.1632	-6318	-7244	2.95929	-130.419	2.1113	-143.3	1.56151	-35.1508	-0.000242895	-0.065918	-10.4974	-5.35487	-0.00325963
-101.7	21580	12045	15.8094	29.1687	-6221	-6941	2.95044	-134.022	2.00313	-133.303	1.62703	-47.4719	-0.000283378	-0.0823975	-10.3711	-5.28898	-0.00325963
-101.65	21582	12028	15.8072	29.1467	-6074	-7421	2.89001	-125.706	2.10767	-138.06	1.53124	-41.8909	-0.000121448	-0.0604248	-10.0195	-5.10592	-0.00325963
-101.6	21582	12041	15.8053	29.1742	-6805	-7753	3.12378	-132.446	2.13769	-133.319	1.51628	-46.5491	-0.00032386	-0.0384521	-9.68994	-4.93466	-0.00325963
-101.55	21573	12038	15.8061	29.1467	-6109	-7637	2.92084	-126.315	2.11064	-138.527	1.54172	-40.3802	-0.000121448	-0.0439453	-9.73389	-4.95748	-0.00325963
-101.5	21581	12034	15.8038	29.1412	-5284	-7868	2.83386	-122.624	2.13142	-132.935	1.50464	-47.1204	-8.09651e-05	-0.0219727	-9.32739	-4.74666	-0.00325963
-101.45	21576	12039	15.8087	29.1467	-6173	-7220	2.79877	-126.942	2.09118	-136.077	1.54239	-43.764	-0.000121448	-0.0714111	-9.10767	-4.63292	-0.00325963
-101.4	21576	12041	15.8015	29.1467	-5729	-7793	3.13446	-125.167	2.17182	-137.642	1.47271	-41.4624	-0.000121448	-0.0384521	-9.10217	-4.63007	-0.00325963
-101.35	21578	12035	15.803	29.1412	-5831	-7596	2.89093	-124.503	1.99307	-138.23	1.61206	-42.4622	-8.09651e-05	-0.0549316	-8.85498	-4.50228	-0.00325963
-101.3	21574	12037	15.8012	29.1687	-6331	-7603	3.22906	-128.436	2.08409	-137.109	1.5522	-42.3578	-0.000283378	-0.0384521	-8.95935	-4.55622	-0.00325963
-101.25	21579	12040	15.8083	29.1467	-5932	-7399	2.89703	-129.924	2.07371	-133.539	1.55619	-46.4996	-0.000121448	-0.065918	-9.25598	-4.70968	-0.00325963
-101.2	21580	12025	15.8042	29.1467	-5842	-7955	3.01208	-126.876	2.06826	-135.571	1.54488	-44.22	-0.000121448	-0.032959	-8.54187	-4.34065	-0.00325963
-101.15	21576	12033	15.8038	29.1467	-5627	-7495	3.01361	-127.458	2.05029	-134.791	1.57248	-44.7363	-0.000121448	-0.0494385	-8.62976	-4.38599	-0.00325963
-101.1	21584	12028	15.8034	29.1412	-5847	-8177	2.85492	-124.332	2.05672	-137.851	1.57731	-41.6327	-8.09651e-05	-0.0274658	-9.02527	-4.5903	-0.00325963
-101.05	21578	12039	15.8072	29.1467	-6425	-7264	2.85736	-128.622	2.02391	-132.995	1.58329	-47.1533	-0.000121448	-0.065918	-8.61328	-4.37749	-0.00325963
-101	21580	12035	15.8091	29.1687	-6530	-7065	2.8418	-132.336	2.07882	-134.072	1.53906	-46.4392	-0.000283378	-0.0714111	-8.38257	-4.25852	-0.00325963
-100.95	21574	12046	15.8076	29.1467	-5344	-7306	2.82349	-126.788	2.07173	-135.121	1.55103	-44.9451	-0.000121448	-0.0549316	-8.43201	-4.284	-0.00325963
-100.9	21581	12031	15.8068	29.1467	-6076	-7640	2.88422	-126.76	2.05656	-138.197	1.55702	-41.0834	-0.000121448	-0.0439453	-8.2782	-4.20475	-0.00325963
-100.85	21585	12036	15.8091	29.1467	-5656	-7573	2.80212	-130.545	2.02028	-130.067	1.58662	-50.3668	-0.000121448	-0.0714111	-8.41553	-4.27551	-0.00325963
-100.8	21580	12033	15.8061	29.1467	-5322	-7445	2.88452	-126.161	1.98186	-140.867	1.62736	-38.7213	-0.000121448	-0.0494385	-7.98706	-4.0549	-0.00325963
-100.75	21574	12039	15.803	29.1467	-6526	-8429	3.09814	-126.145	2.08871	-128.018	1.5201	-52.262	-0.000121448	0	-7.67944	-3.89681	-0.00325963
-100.7	21574	12030	15.803	29.1632	-6635	-7733	3.12927	-127.255	2.04946	-132.418	1.564	-48.0487	-0.000242895	-0.0384521	-7.76733	-3.94195	-0.00325963
