Time	R2M4WFSIMES	R2M4WFSQMES	R2M4WFSGMES	R2M4WFSPMES	R2M4WFSIASK	R2M4WFSQASK	R2M4WFSGASK	R2M4WFSPASK	R2M4WFSCRFP	R2M4WFSCRFPP	R2M4WFSCRRP	R2M4WFSCRRPP	R2M4WFSGLDE	R2M4WFSPLDE	R2M4WFSDETA2	R2M4WFSCFQE2	R2M4WFSDFQES
-102.4	-21300	22831	17.5012	133.017	4081	6263	2.41394	57.7551	1.4815	27.6801	1.38022	-86.7975	-0.000224194	-0.0164795	-5.87219	-1.30258	0
-102.2	-21294	22835	17.501	133	3233	6258	2.12067	62.9187	1.57066	9.84924	1.42398	-65.9235	-0.000128111	-0.0164795	-7.50366	-1.66819	0
-102	-21287	22838	17.4991	132.995	2517	7099	2.21039	67.2253	1.47195	25.4279	1.38846	-85.4901	-9.6083e-05	0	-7.65747	-1.70279	0
-101.8	-21289	22853	17.5068	132.968	2812	5685	1.67145	73.6249	1.58184	10.014	1.40182	-69.3457	6.40553e-05	-0.065918	-7.99255	-1.77826	0
-101.6	-21290	22840	17.5015	132.99	1605	6598	2.07001	68.7799	1.28353	22.6099	1.54617	-82.7765	-6.40553e-05	-0.00549316	-6.25671	-1.38854	0
-101.4	-21303	22842	17.5033	133.017	3447	5945	2.26196	52.5092	1.48231	14.5679	1.39074	-70.4004	-0.000224194	-0.0384521	-5.71838	-1.26823	0
-101.2	-21307	22837	17.5026	133.006	3164	6082	2.07489	60.9137	1.50904	21.1926	1.35126	-79.8157	-0.000160138	-0.032959	-5.25146	-1.16407	0
-101	-21292	22837	17.5026	132.995	3372	6295	2.01508	64.0942	1.48968	27.7734	1.3626	-86.7755	-9.6083e-05	-0.032959	-4.72412	-1.04661	0
-100.8	-21287	22852	17.5018	132.973	2458	5935	2.00928	70.752	1.45777	16.842	1.41546	-75.91	3.20277e-05	-0.0274658	-5.04822	-1.11878	0
-100.6	-21298	22835	17.5018	133.006	3090	6009	2.17194	61.0455	1.32252	24.5984	1.54759	-84.6222	-0.000160138	-0.0274658	-6.5863	-1.46231	0
-100.4	-21284	22848	17.5018	132.968	3369	6679	1.98822	75.7343	1.37188	25.1807	1.48337	-84.8694	6.40553e-05	0	-7.98157	-1.77578	0
-100.2	-21301	22834	17.5039	133.011	2527	5825	2.12494	56.9257	1.51013	20.6818	1.41318	-81.4801	-0.000192166	-0.0439453	-9.30542	-2.07519	0
-100	-21297	22839	17.5036	133.006	3515	5978	2.10266	57.8979	1.4346	21.5717	1.46263	-81.8317	-0.000160138	-0.0494385	-8.98682	-2.00294	0
-99.8	-21313	22836	17.5062	133.006	4297	5770	1.95862	55.1898	1.4924	17.8253	1.39898	-77.7008	-0.000160138	-0.0604248	-8.25623	-1.83773	0
-99.6	-21298	22853	17.5028	132.995	4436	6055	2.06146	63.446	1.56766	16.7596	1.3309	-77.4152	-9.6083e-05	-0.032959	-8.25623	-1.83773	0
-99.4	-21295	22844	17.5012	133.017	3017	5799	2.28394	56.3654	1.32989	14.8755	1.53991	-75.91	-0.000224194	-0.0384521	-8.37158	-1.86378	0
