Time	R1M7WFSIMES	R1M7WFSQMES	R1M7WFSGMES	R1M7WFSPMES	R1M7WFSIASK	R1M7WFSQASK	R1M7WFSGASK	R1M7WFSPASK	R1M7WFSCRFP	R1M7WFSCRFPP	R1M7WFSCRRP	R1M7WFSCRRPP	R1M7WFSGLDE	R1M7WFSPLDE	R1M7WFSDETA2	R1M7WFSCFQE2	R1M7WFSDFQES
-102.4	-5168	22726	15.0038	102.843	-5195	5536	2.33887	127.002	1.12741	-46.8842	1.03964	-179.797	-0.000128728	-0.0274658	1.85669	0.701266	0.00325963
-102.35	-5187	22720	14.9979	102.859	-5573	5882	2.6001	127.112	1.16944	-45.3186	0.996268	179.599	-0.000257455	0.00549316	1.80176	0.680505	0.00325963
-102.3	-5161	22719	14.996	102.777	-7075	3989	2.35535	149.936	1.1515	-41.1987	1.01582	175.292	0.000386183	0.0494385	0.714111	0.269637	0.00325963
-102.25	-5176	22721	14.9987	102.832	-5763	5765	2.55829	131.825	1.22374	-43.0334	0.943527	176.951	-4.29092e-05	0.0164795	1.26892	0.479178	0.00325963
-102.2	-5164	22724	14.9967	102.832	-5466	6633	2.57843	132.665	1.13922	-44.5276	1.02722	178.912	-4.29092e-05	0.0274658	1.79077	0.676352	0.00325963
-102.15	-5171	22729	15.0015	102.805	-6055	5478	2.2171	142.108	1.17817	-42.2095	0.986901	176.237	0.000171637	0.0164795	2.44995	0.925579	0.00325963
-102.1	-5174	22715	14.9991	102.821	-5419	5558	2.43683	136.901	1.17251	-45.3186	0.994231	179.819	4.29092e-05	-0.00549316	1.75781	0.663896	0.00325963
-102.05	-5165	22721	14.9991	102.821	-5839	4849	2.43896	136.351	1.14016	-39.9133	1.02131	173.644	4.29092e-05	0.0109863	2.12585	0.803016	0.00325963
-102	-5163	22724	14.9987	102.832	-5389	5395	2.49878	133.753	1.13591	-45.4724	1.02905	179.149	-4.29092e-05	-0.00549316	1.68091	0.634834	0.00325963
-101.95	-5175	22714	14.9944	102.843	-6177	6221	2.68341	134.143	1.14583	-37.9413	1.01765	171.354	-0.000128728	0.0494385	2.19177	0.82794	0.00325963
-101.9	-5172	22716	14.9971	102.805	-6249	5333	2.40662	140.614	1.03699	-38.3862	1.11926	172.722	0.000171637	0.0274658	1.43921	0.543509	0.00325963
-101.85	-5181	22721	14.9991	102.838	-5967	6563	2.51587	132.402	1.19022	-44.9066	0.979773	179.594	-8.58185e-05	0.032959	0.950317	0.358839	0.00325963
-101.8	-5172	22731	15.0098	102.805	-4659	3902	1.97479	132.396	1.1319	-40.4077	1.03048	174.386	0.000171637	-0.065918	0.252686	0.0954058	0.00325963
-101.75	-5174	22732	15.0046	102.832	-4478	5547	2.27325	128.974	1.16944	-46.8292	1.00014	-178.813	-4.29092e-05	-0.0439453	0.368042	0.138962	0
-101.7	-5178	22722	15.0031	102.832	-4769	6420	2.26379	132.16	1.11183	-47.7191	1.05451	-179.154	-4.29092e-05	-0.0219727	0.0878906	0.0331844	0
-101.65	-5182	22709	14.9912	102.849	-6193	6002	2.87201	131.962	1.20438	-44.209	0.971017	178.929	-0.000171637	0.0604248	-0.43396	-0.163851	0
-101.6	-5166	22729	15.0011	102.81	-5747	5965	2.40967	136.187	1.14158	-43.0884	1.02518	177.764	0.000128728	0.0219727	-0.862427	-0.325647	0
-101.55	-5163	22727	15.0038	102.821	-5150	5602	2.25525	132.885	1.19872	-47.0544	0.974683	-178.16	4.29092e-05	-0.0274658	-0.12085	-0.0456286	0
-101.5	-5177	22733	15.0094	102.832	-4138	5342	2.10907	124.662	1.11419	-45.5164	1.05695	179.033	-4.29092e-05	-0.0769043	-0.604248	-0.228151	0
-101.45	-5176	22727	15.0038	102.81	-5253	5432	2.16583	135.544	1.19234	-47.3456	0.989141	-179.264	0.000128728	-0.0274658	-1.15356	-0.435604	0
-101.4	-5157	22725	15.0019	102.805	-5304	5346	2.26105	135.346	1.18785	-49.2627	0.993213	-176.759	0.000171637	-0.00549316	-1.32935	-0.502004	0
-101.35	-5179	22710	14.9967	102.81	-5564	5501	2.4765	139.411	1.22351	-48.3673	0.962668	-176.27	0.000128728	0	-0.928345	-0.350541	0
-101.3	-5167	22724	15.0003	102.816	-5970	5980	2.40967	136.187	1.19848	-48.9496	0.975497	-175.54	8.58185e-05	0.0274658	-0.922852	-0.348466	0
-101.25	-5176	22723	14.9975	102.832	-5320	6287	2.49115	134.423	1.12411	-46.4502	1.04901	-178.665	-4.29092e-05	0.0109863	-1.75781	-0.663896	0
-101.2	-5175	22725	15.0015	102.832	-5098	5103	2.32269	132.583	1.1914	-46.3293	0.979366	-178.511	-4.29092e-05	-0.032959	-1.29639	-0.489553	0
-101.15	-5184	22722	15.0019	102.843	-5046	5774	2.40814	128.606	1.22681	-44.5111	0.949636	178.594	-0.000128728	-0.0164795	-1.77429	-0.670124	0
-101.1	-5179	22726	15.0038	102.821	-4974	6080	2.26379	132.16	1.16212	-47.4445	1.00828	-179.22	4.29092e-05	-0.0219727	-1.9281	-0.728258	0
-101.05	-5177	22718	15.0027	102.827	-5072	4403	2.37518	131.292	1.09837	-41.9183	1.08973	175.908	0	-0.0439453	-2.44995	-0.925579	0
-101	-5168	22718	14.9948	102.843	-6078	7000	2.75177	131.781	1.13639	-46.8457	1.06326	-177.94	-0.000128728	0.0604248	-2.31262	-0.873639	0
-100.95	-5178	22721	15.0031	102.821	-5153	5621	2.31964	133.226	1.09648	-44.8187	1.08892	179.275	4.29092e-05	-0.0164795	-2.85095	-1.07731	0
-100.9	-5172	22729	15.0019	102.816	-5183	6926	2.27417	134.506	1.22516	-41.9293	0.953912	176.407	8.58185e-05	-0.00549316	-2.35657	-0.890259	0
-100.85	-5182	22735	15.0082	102.838	-4503	5343	2.19482	122.025	1.1829	-47.4994	0.997082	-178.621	-8.58185e-05	-0.065918	-1.95007	-0.736563	0
-100.8	-5182	22725	15.0038	102.821	-4328	6409	2.2403	131.836	1.22563	-53.5748	0.975701	-172.612	4.29092e-05	-0.0384521	-2.18628	-0.825863	0
-100.75	-5176	22728	15.0046	102.81	-4880	5694	2.08191	134.885	1.06768	-48.62	1.10338	-176.913	0.000128728	-0.0549316	-2.31812	-0.875716	0
-100.7	-5178	22717	14.996	102.843	-5995	5782	2.65564	131.825	1.14913	-48.9111	1.02905	-176.468	-0.000128728	0.032959	-1.97754	-0.746946	0
-100.65	-5173	22726	15.0038	102.816	-5410	5778	2.25281	133.561	1.13473	-49.3011	1.04086	-175.6	8.58185e-05	-0.0164795	-1.91162	-0.722029	0
-100.6	-5177	22728	15.005	102.821	-5308	5368	2.1936	133.138	1.23275	-46.3843	0.96165	-179.138	4.29092e-05	-0.0219727	-2.45544	-0.927657	0
-100.55	-5165	22735	15.0054	102.81	-4881	5104	2.16492	132.902	1.11396	-44.7363	1.05491	179.039	0.000128728	-0.0384521	-2.10388	-0.794709	0
-100.5	-5171	22717	14.9983	102.816	-5620	5440	2.41577	136.104	1.25579	-48.7628	0.929069	-176.061	8.58185e-05	0.0109863	-1.73035	-0.653517	0
-100.45	-5174	22721	15.0003	102.843	-4944	6546	2.52899	129.501	1.20769	-46.637	0.982828	-178.275	-0.000128728	0.0109863	-2.09839	-0.792632	0
-100.4	-5183	22716	14.9975	102.821	-5975	6003	2.51129	135.879	1.17392	-50.3943	0.999933	-176.16	4.29092e-05	0.032959	-2.2522	-0.850788	0
-100.35	-5179	22720	15.0019	102.843	-5529	5966	2.47192	129.029	1.06036	-44.5001	1.10949	178.396	-0.000128728	0.00549316	-2.34558	-0.886104	0
