Time	R2M4WFSIMES	R2M4WFSQMES	R2M4WFSGMES	R2M4WFSPMES	R2M4WFSIASK	R2M4WFSQASK	R2M4WFSGASK	R2M4WFSPASK	R2M4WFSCRFP	R2M4WFSCRFPP	R2M4WFSCRRP	R2M4WFSCRRPP	R2M4WFSGLDE	R2M4WFSPLDE	R2M4WFSDETA2	R2M4WFSCFQE2	R2M4WFSDFQES
-102.4	7369	27276	16.0241	74.8773	7674	-8432	3.40393	-50.8612	3.56345	-78.2007	2.94305	-85.7428	-0.00102771	-0.159302	-52.641	-16.5896	-4.58304
-102.35	7365	27271	16.0232	74.8718	7181	-8506	3.32977	-48.3673	3.20986	-82.3425	3.00195	-96.828	-0.000992274	-0.181274	-52.8223	-16.6988	-4.58304
-102.3	7375	27266	16.0238	74.8444	6744	-7099	3.01971	-47.016	3.4461	-78.1458	2.92617	-89.9011	-0.000815083	-0.175781	-52.3938	-16.442	-4.58304
-102.25	7391	27262	16.0207	74.8444	6106	-6606	2.74261	-44.0881	3.37916	-79.4092	2.95958	-93.6639	-0.000779644	-0.186768	-52.1906	-16.3219	-4.58304
-102.2	7368	27268	16.0229	74.8883	7532	-8294	3.44971	-47.7301	3.55884	-80.5023	2.96853	-93.6749	-0.00106315	-0.175781	-52.1576	-16.3025	-4.58304
-102.15	7389	27266	16.0223	74.8608	7813	-8008	3.08014	-46.4008	3.4765	-82.2382	2.99919	-93.8672	-0.000885959	-0.148315	-52.3444	-16.4127	-4.58304
-102.1	7383	27272	16.0238	74.8444	7094	-7023	2.77344	-44.7253	3.22256	-77.8986	3.02388	-93.9276	-0.000744206	-0.175781	-52.2784	-16.3737	-4.58304
-102.05	7371	27266	16.0171	74.8718	7805	-7017	3.26599	-41.4789	3.26219	-80.6561	2.95062	-95.8118	-0.000921398	-0.12085	-52.0203	-16.2221	-4.58304
-102	7383	27272	16.0223	74.8718	6890	-7382	3.11035	-46.3843	3.40686	-82.5513	2.99609	-94.0704	-0.000921398	-0.164795	-51.7621	-16.0723	-4.58304
-101.95	7366	27265	16.0192	74.8828	7525	-7444	3.17108	-43.0444	3.21602	-83.1171	2.92927	-97.6685	-0.000956836	-0.137329	-51.394	-15.8616	-4.44613
-101.9	7367	27270	16.0217	74.8718	6377	-5475	2.8653	-43.5004	3.40686	-80.6561	2.8869	-94.5483	-0.000885959	-0.153809	-51.2018	-15.7529	-4.44613
-101.85	7364	27267	16.0186	74.8608	7526	-6103	2.948	-41.402	3.21217	-79.6509	2.83144	-92.4609	-0.000779644	-0.115356	-51.1304	-15.7128	-4.44613
-101.8	7374	27269	16.0214	74.8499	7249	-6813	2.73438	-41.1383	3.3199	-81.4526	2.78184	-100.519	-0.000708767	-0.126343	-50.8228	-15.5413	-4.44613
-101.75	7368	27274	16.022	74.8993	7329	-8296	3.31818	-48.6035	3.51882	-85.6165	3.0292	-93.9716	-0.00102771	-0.159302	-50.5261	-15.378	-4.44613
-101.7	7360	27266	16.018	74.8718	7463	-6883	2.95135	-40.199	3.30221	-81.123	2.93271	-92.2632	-0.000815083	-0.115356	-51.2292	-15.7684	-4.44613
-101.65	7364	27270	16.022	74.8883	7328	-7872	3.19092	-47.1149	3.09444	-80.4034	2.74809	-97.1411	-0.000921398	-0.153809	-50.7513	-15.5018	-4.44613
-101.6	7374	27260	16.0168	74.8389	7173	-6317	2.56561	-37.4963	3.03403	-79.8871	2.68609	-99.2065	-0.000602452	-0.137329	-50.3064	-15.2584	-4.44613
-101.55	7370	27268	16.0226	74.8718	5968	-5693	2.8537	-46.7963	3.13715	-84.4574	2.76634	-97.6025	-0.000779644	-0.170288	-50.1361	-15.1664	-4.44613
-101.5	7380	27265	16.0204	74.8718	6255	-6254	2.85217	-44.3628	3.13869	-83.2874	2.81043	-97.7838	-0.000779644	-0.159302	-50.1141	-15.1546	-4.44613
-101.45	7372	27263	16.021	74.8553	6322	-5901	2.61292	-40.9955	3.05866	-76.8878	2.70124	-97.3608	-0.000673329	-0.164795	-50.1361	-15.1664	-4.44613
-101.4	7373	27268	16.0214	74.8553	6184	-6184	2.57812	-42.984	2.95054	-83.7323	2.65371	-102.513	-0.000637891	-0.164795	-49.4275	-14.7907	-4.44613
-101.35	7363	27270	16.0198	74.8828	6687	-7239	2.91321	-43.7476	3.1914	-79.5135	2.55348	-93.3124	-0.000815083	-0.153809	-49.0375	-14.5886	-4.31575
-101.3	7377	27261	16.0192	74.8608	6888	-5758	2.64862	-39.7266	2.91899	-82.2876	2.642	-102.107	-0.000673329	-0.126343	-49.3506	-14.7506	-4.31575
-101.25	7364	27265	16.0195	74.8993	6400	-6675	3.0661	-45.5054	2.95708	-75.0696	2.45255	-101.783	-0.000885959	-0.164795	-48.6859	-14.409	-4.31575
-101.2	7351	27265	16.0171	74.8993	6675	-5263	3.09998	-41.5448	2.88013	-76.9153	2.33028	-97.9761	-0.000885959	-0.109863	-48.23	-14.1798	-4.31575
-101.15	7372	27270	16.0201	74.8718	7043	-7311	2.64069	-42.3523	2.74639	-78.0908	2.59619	-102.189	-0.000708767	-0.148315	-48.7573	-14.4453	-4.31575
-101.1	7358	27266	16.0171	74.8883	6816	-5683	2.94891	-40.7867	2.66337	-79.6893	2.32993	-99.2615	-0.000779644	-0.12085	-48.1366	-14.1334	-4.31575
-101.05	7369	27264	16.0186	74.8883	7470	-7588	2.97394	-43.764	2.87051	-78.75	2.42569	-96.5204	-0.000779644	-0.164795	-47.5214	-13.8317	-4.31575
-101	7376	27266	16.0232	74.8993	7254	-7376	3.03589	-46.0822	2.7674	-80.321	2.4343	-97.4982	-0.000850521	-0.175781	-47.6202	-13.8797	-4.31575
-100.95	7376	27268	16.0201	74.8224	6101	-4277	1.88171	-33.0194	2.78202	-73.1689	2.42741	-99.3713	-0.000318945	-0.12085	-47.8564	-13.9951	-4.31575
-100.9	7362	27266	16.0192	74.8773	6888	-5758	2.70111	-42.4072	2.59795	-73.6688	2.3289	-103.381	-0.000673329	-0.115356	-47.2412	-13.6966	-4.31575
