Time	R1M5WFSIMES	R1M5WFSQMES	R1M5WFSGMES	R1M5WFSPMES	R1M5WFSIASK	R1M5WFSQASK	R1M5WFSGASK	R1M5WFSPASK	R1M5WFSCRFP	R1M5WFSCRFPP	R1M5WFSCRRP	R1M5WFSCRRPP	R1M5WFSGLDE	R1M5WFSPLDE	R1M5WFSDETA2	R1M5WFSCFQE2	R1M5WFSDFQES
-102.4	-4667	-26650	16.0084	-99.9316	-1626	4443	1.55701	106.408	1.65498	59.0735	1.54329	28.136	-0.00018485	-0.0823975	-13.244	-6.54889	-0.00325963
-102.2	-4668	-26653	16.0077	-99.9371	-1190	5767	1.58966	105.106	1.77414	62.8198	1.4873	24.7028	-0.00014788	-0.0494385	-12.6508	-6.24555	-0.00325963
-102	-4673	-26655	16.0098	-99.9371	-819	5448	1.48651	105.222	1.70264	61.6058	1.50166	23.6316	-0.00014788	-0.0769043	-11.6675	-5.74585	-0.00325963
-101.8	-4670	-26658	16.0091	-99.9371	-1188	5018	1.50879	107.232	1.57603	63.0615	1.60695	21.8243	-0.00014788	-0.0823975	-11.4093	-5.61524	-0.00325963
-101.6	-4662	-26651	15.9997	-99.9371	-1843	5326	1.8219	112.604	1.58993	63.6768	1.58756	22.511	-0.00014788	-0.0219727	-11.1292	-5.47378	-0.00325963
-101.4	-4677	-26645	15.9997	-99.9371	-1610	5560	1.81671	111.533	1.45066	67.0276	1.74622	17.3309	-0.00014788	-0.0219727	-12.3651	-6.1	-0.00325963
-101.2	-4649	-26650	16.0012	-99.9042	-2006	5522	1.97235	101.843	1.65225	65.2643	1.51242	21.7419	-0.000369699	-0.0164795	-11.3818	-5.60136	-0.00325963
-101	-4667	-26647	16.0026	-99.9481	-2116	5493	1.66412	115.917	1.74038	63.1165	1.46002	25.0159	-7.39399e-05	-0.0109863	-12.7277	-6.28479	-0.00325963
-100.8	-4660	-26650	16.0073	-99.9042	-812	6214	1.77063	98.0969	1.46332	60.8368	1.76105	24.2578	-0.000369699	-0.0494385	-14.2657	-7.07483	-0.00325963
-100.6	-4663	-26661	16.0098	-99.9371	-1140	4914	1.47095	105.743	1.5445	62.6001	1.70769	22.6208	-0.00014788	-0.0878906	-14.046	-6.96134	-0.00325963
