Time	R1M4WFSIMES	R1M4WFSQMES	R1M4WFSGMES	R1M4WFSPMES	R1M4WFSIASK	R1M4WFSQASK	R1M4WFSGASK	R1M4WFSPASK	R1M4WFSCRFP	R1M4WFSCRFPP	R1M4WFSCRRP	R1M4WFSCRRPP	R1M4WFSGLDE	R1M4WFSPLDE	R1M4WFSDETA2	R1M4WFSCFQE2	R1M4WFSDFQES
-102.4	31892	2033	16.9991	3.62549	5656	5506	2.35291	40.0232	1.79915	38.4796	1.74776	115.032	-3.12999e-05	0.0384521	8.57483	5.17721	0
-102.2	31869	2001	16.9937	3.57605	5426	6522	2.43317	54.6735	1.74418	53.6188	1.87664	102.079	0.000250399	0.098877	8.10791	4.89139	0
-102	31877	2041	16.9986	3.64197	5861	4740	2.43469	35.3101	1.82069	53.2288	1.75833	101.025	-0.0001252	-0.00549316	7.68494	4.63305	0
-101.8	31882	2022	17.0002	3.63647	6206	5351	2.36847	35.1013	1.83892	44.8187	1.77405	108.693	-9.38997e-05	0.0384521	8.10791	4.89139	0
-101.6	31891	1997	17.0002	3.58704	5176	5375	2.14874	48.1641	1.86185	49.1199	1.74286	105.848	0.000187799	0.0164795	7.6355	4.60288	0
-101.4	31861	2040	16.9907	3.69141	8482	5633	3.12134	28.3118	3.54375	21.5167	1.24689	151.007	-0.000406898	0.148315	12.8046	7.80354	0
-101.2	31908	2006	17.006	3.64197	6050	3072	2.20184	27.8229	2.74313	23.7579	1.40211	130.963	-0.0001252	-0.098877	2.24121	1.34374	0
-101	31865	1907	16.9928	3.48816	3389	6452	2.55493	80.6726	2.40329	90.5878	0.81427	92.1094	0.000751197	0.0384521	2.34009	1.40309	0
-100.8	31887	2021	16.9967	3.55957	2917	6478	2.27753	54.1956	1.9113	73.949	2.04653	93.642	0.000344299	0.0384521	0.335083	0.200802	-0.00325963
-100.6	31894	2034	16.998	3.64746	7621	4268	2.54425	32.0691	1.91848	38.9795	1.67713	115.538	-0.000156499	0.032959	2.82349	1.69336	-0.00325963
-100.4	31877	2042	16.9945	3.68042	7843	3537	2.8598	31.5967	1.95074	53.042	2.38138	100.311	-0.000344299	-0.0109863	4.93286	2.96336	-0.00325963
-100.2	31889	2038	17.0071	3.64197	5822	4530	2.11548	27.7405	1.8055	34.6069	1.69234	120.388	-0.0001252	-0.0219727	-1.70837	-1.02405	-0.00325963
-100	31876	2010	16.9967	3.64197	6789	4947	2.45911	39.2981	1.75053	45.0769	1.72791	111.028	-0.0001252	0.0384521	-1.04919	-0.628804	-0.00325963
-99.8	31876	2023	16.9994	3.59253	5444	4423	2.29492	49.4275	1.70992	37.2217	1.77199	116.796	0.000156499	-0.0439453	-0.653687	-0.391741	-0.00325963
-99.6	31888	2010	17.0049	3.62	5595	4261	2.07458	39.007	1.71241	42.7368	1.77353	112.566	0	-0.0494385	-1.99951	-1.1987	-0.00325963
-99.4	31891	2010	17.0002	3.63098	6886	4449	2.30011	38.5126	1.84003	34.1455	1.66218	120.784	-6.25998e-05	0.00549316	-2.36755	-1.41957	-0.00325963
-99.2001	31888	2038	17.0035	3.59802	5581	4711	2.0575	37.771	1.90936	40.0946	1.57429	115.252	0.0001252	-0.0439453	-3.48267	-2.08958	-0.00325963
-99.0001	31891	2033	17.0043	3.63098	6314	4292	2.35046	35.6177	1.6834	37.3315	1.8006	116.614	-6.25998e-05	0.0219727	-3.39478	-2.03672	-0.00651926
-98.8001	31886	2028	17.0049	3.63098	6558	4154	2.18689	34.2554	1.65026	31.8549	1.83462	122.421	-6.25998e-05	-0.0219727	-4.14185	-2.48635	-0.00651926
-98.6001	31886	2015	17.0019	3.64197	5496	4277	2.22992	29.8114	1.7486	38.6609	1.73564	115.593	-0.0001252	-0.0769043	-4.50989	-2.70816	-0.00651926
-98.4001	31893	2043	17.0022	3.67493	6703	2645	2.50549	22.1649	1.95896	32.97	1.58434	122.926	-0.000312999	-0.109863	-5.23499	-3.14585	-0.00651926
-98.2001	31899	2033	17.006	3.64746	5949	4285	2.2467	31.6406	1.74721	31.4209	1.75446	121.723	-0.000156499	-0.032959	-6.02051	-3.62115	-0.00651926
-98.0001	31881	2044	17.0008	3.66943	8064	2915	2.46857	27.6031	1.90909	25.2521	1.6145	131.105	-0.000281699	-0.0494385	-7.09717	-4.27489	-0.00651926
-97.8001	31894	2030	17.0087	3.65295	6588	3438	2.01965	25.1477	1.96787	25.8893	1.59259	126.826	-0.000187799	-0.142822	-8.04749	-4.85445	-0.00651926
-97.6001	31899	2048	17.0065	3.64197	6311	4079	2.13989	34.6179	1.73451	34.2993	1.78694	120.877	-0.0001252	-0.0274658	-8.61877	-5.20415	-0.00651926
-97.4001	31888	2039	17.0068	3.68042	6533	2130	2.3999	18.4296	1.82014	20.6213	1.73126	134.863	-0.000344299	-0.137329	-8.93738	-5.39963	-0.00651926
-97.2001	31886	2024	16.9991	3.65845	7891	2963	2.56653	28.114	1.93478	28.9764	1.65394	126.074	-0.000219099	-0.0274658	-9.37683	-5.66981	-0.00651926
-97.0001	31885	2037	17.0052	3.67493	7451	2330	2.45026	20.1489	1.83892	25.7904	1.70136	129.573	-0.000312999	-0.115356	-9.37683	-5.66981	-0.00651926
-96.8001	31878	2030	17.0022	3.64746	6592	3226	2.37183	28.8171	1.69887	27.9712	1.82689	127.809	-0.000156499	-0.0769043	-10.0635	-6.09337	-0.00651926
-96.6001	31903	2042	17.0063	3.63098	7643	3509	2.15332	33.1512	1.73092	38.0457	1.80756	116.142	-6.25998e-05	-0.0219727	-9.38782	-5.67658	-0.00651926
-96.4001	31901	2032	17.0054	3.64197	7258	3119	2.22992	31.0693	1.81185	33.1677	1.74389	122.239	-0.0001252	-0.0549316	-9.4812	-5.73408	-0.00651926
-96.2001	31900	2045	17.0016	3.66943	6868	2858	2.50183	27.1747	1.84666	26.4331	1.71348	127.485	-0.000281699	-0.0714111	-10.1733	-6.1613	-0.00651926
-96.0001	31901	2059	17.0085	3.68042	6848	2548	2.33643	20.5389	1.87484	32.4481	1.69982	121.778	-0.000344299	-0.126343	-10.6458	-6.45395	-0.00651926
