Time	R048WFSIMES	R048WFSQMES	R048WFSGMES	R048WFSPMES	R048WFSIASK	R048WFSQASK	R048WFSGASK	R048WFSPASK	R048WFSCRFP	R048WFSCRFPP	R048WFSCRRP	R048WFSCRRPP	R048WFSGLDE	R048WFSPLDE	R048WFSDETA2	R048WFSCFQE2	R048WFSDFQES
-102.4	1	11148	16.0194	155.808	-2038	-6049	1.99036	-109.72	1.54944	19.4348	1.7392	-145.86	-0.000440577	-0.0109863	-25.5487	-10.2815	-0.00325963
-102.35	1	11177	16.0278	155.808	-2541	-5525	1.86707	-115.384	1.45807	17.0453	1.73285	-145.822	-0.000440577	-0.0714111	-25.3345	-10.1829	-0.00325963
-102.3	1	11163	16.0245	155.814	-2334	-5384	1.93024	-114.78	1.59253	15.0568	1.5275	-141.323	-0.000477292	-0.0769043	-24.6149	-9.85413	-0.00325963
-102.25	1	11165	16.0245	155.814	-2439	-5773	1.92474	-113.588	1.53751	15.8972	1.78566	-142.416	-0.000477292	-0.0604248	-25.7904	-10.3932	-0.00325963
-102.2	1	11165	16.0304	155.825	-3104	-5349	1.90857	-119.702	1.56251	8.7561	1.67053	-138.615	-0.000550721	-0.115356	-25.1202	-10.0846	-0.00325963
-102.15	1	11167	16.0249	155.797	-2824	-5757	1.84937	-111.643	1.61408	13.0408	1.61202	-140.427	-0.000367148	-0.0549316	-25.3619	-10.1955	-0.00325963
-102.1	1	11161	16.0282	155.808	-2088	-5283	1.8454	-115.79	1.43558	11.25	1.88429	-144.009	-0.000440577	-0.0823975	-25.7574	-10.3779	-0.00325963
-102.05	1	11168	16.0256	155.797	-2774	-5880	1.83228	-111.451	1.52085	20.2148	1.619	-148.744	-0.000367148	-0.0604248	-24.9115	-9.98917	-0.00325963
-102	1	11168	16.0285	155.808	-2785	-5627	1.81	-115.466	1.58277	20.6488	1.56603	-148.129	-0.000440577	-0.0714111	-25.1477	-10.0972	-0.00325963
-101.95	1	11172	16.0354	155.808	-2780	-4757	1.66046	-120.8	1.49844	12.3871	1.77519	-143.476	-0.000440577	-0.153809	-25.5212	-10.2688	-0.00325963
-101.9	1	11163	16.0296	155.808	-2664	-5260	1.78711	-116.164	1.51366	10.838	1.71049	-140.96	-0.000440577	-0.098877	-25.285	-10.1602	-0.00325963
-101.85	1	11159	16.0213	155.819	-2544	-5847	1.99799	-112.319	1.61495	14.3481	1.65452	-138.56	-0.000514007	-0.0494385	-25.4608	-10.241	-0.00325963
-101.8	1	11154	16.0249	155.825	-2481	-5505	1.93787	-116.252	1.49312	11.7828	1.74935	-140.905	-0.000550721	-0.0769043	-25.3729	-10.2005	-0.00651926
-101.75	1	11174	16.0267	155.797	-2521	-5549	1.77216	-111.676	1.50634	13.4802	1.71018	-138.45	-0.000367148	-0.0769043	-25.0598	-10.0569	-0.00651926
-101.7	1	11152	16.0256	155.836	-2949	-6131	2.04803	-116.537	1.60518	15.4083	1.54684	-139.724	-0.000624151	-0.0384521	-24.7632	-9.92157	-0.00651926
-101.65	1	11173	16.034	155.797	-2682	-5008	1.63055	-116.653	1.50662	11.5192	1.73159	-142.333	-0.000367148	-0.126343	-25.1477	-10.0972	-0.00651926
-101.6	1	11163	16.0289	155.819	-3199	-5506	1.86646	-117.982	1.59728	14.3921	1.63977	-143.762	-0.000514007	-0.098877	-24.8291	-9.95159	-0.00651926
-101.55	1	11165	16.0227	155.814	-2210	-5741	1.9751	-112.654	1.45548	15.1776	1.76806	-140.466	-0.000477292	-0.0494385	-25.4718	-10.246	-0.00651926
-101.5	1	11161	16.0242	155.825	-2309	-5497	1.99585	-116.147	1.54584	16.496	1.72207	-144.41	-0.000550721	-0.0549316	-24.8126	-9.94409	-0.00651926
-101.45	1	11163	16.0267	155.819	-2428	-5629	1.91071	-117.153	1.63032	16.6772	1.63612	-142.361	-0.000514007	-0.065918	-24.9774	-10.0193	-0.00651926
-101.4	1	11169	16.0271	155.808	-2668	-5176	1.78925	-113.708	1.44562	13.6285	1.80025	-141.438	-0.000440577	-0.098877	-25.3729	-10.2005	-0.00651926
-101.35	1	11170	16.0293	155.819	-2718	-5052	1.83533	-117.158	1.51381	11.7938	1.64484	-139.741	-0.000514007	-0.126343	-24.5599	-9.82919	-0.00651926
