Time	R046WFSIMES	R046WFSQMES	R046WFSGMES	R046WFSPMES	R046WFSIASK	R046WFSQASK	R046WFSGASK	R046WFSPASK	R046WFSCRFP	R046WFSCRFPP	R046WFSCRRP	R046WFSCRRPP	R046WFSGLDE	R046WFSPLDE	R046WFSDETA2	R046WFSCFQE2	R046WFSDFQES
-102.4	6276	24022	14.5992	75.3717	-7658	7174	3.15186	137.823	1.60525	154.693	1.11074	-89.3683	-0.000201386	-0.00549316	-8.17383	-3.88127	-0.00325963
-102.35	6260	24020	14.601	75.3662	-7337	7256	3.11737	137.851	1.64687	152.54	1.08273	-86.8744	-0.000161108	-0.0164795	-7.89368	-3.74651	-0.00325963
-102.3	6271	24026	14.6017	75.3772	-7410	6379	3.13141	135.626	1.66994	154.089	1.06911	-88.4839	-0.000241663	-0.0274658	-8.0365	-3.81519	-0.00325963
-102.25	6273	24025	14.6028	75.3717	-7254	6936	3.09692	136.269	1.74185	154.764	1.00518	-88.2092	-0.000201386	-0.0274658	-8.10791	-3.84954	-0.00325963
-102.2	6268	24035	14.6069	75.3772	-6536	7502	2.97638	133.995	1.6391	155.989	1.07899	-91.3568	-0.000241663	-0.065918	-8.17383	-3.88127	-0.00325963
-102.15	6267	24036	14.608	75.3717	-6377	7104	2.90771	133.951	1.6582	153.704	1.0668	-89.5496	-0.000201386	-0.0878906	-7.98157	-3.78877	-0.00325963
-102.1	6265	24026	14.6036	75.3772	-7495	6778	3.09692	135.626	1.7147	153.957	1.01693	-89.2639	-0.000241663	-0.0219727	-7.92114	-3.75971	-0.00325963
-102.05	6263	24020	14.5984	75.3717	-7736	7014	3.23761	137.444	1.60034	155.77	1.11965	-90.0549	-0.000201386	0.00549316	-8.34961	-3.96592	-0.00325963
-102	6267	24023	14.5984	75.3992	-7896	7093	3.30414	135.022	1.55722	154.704	1.14486	-88.8739	-0.000402771	0.00549316	-8.16833	-3.87862	-0.00325963
-101.95	6282	24027	14.6058	75.3497	-7173	6854	2.89825	139.752	1.71579	155.385	1.03418	-88.8574	-4.02771e-05	-0.0494385	-7.89917	-3.74915	-0.00325963
-101.9	6265	24022	14.5984	75.3442	-7813	7011	3.06274	144.069	1.7817	153.732	0.976734	-86.9678	0	0	-8.06946	-3.83104	-0.00325963
-101.85	6281	24041	14.6105	75.4047	-6136	7261	3.03436	128.128	1.62245	152.781	1.10909	-87.7094	-0.000443048	-0.098877	-8.55835	-4.06654	-0.00325963
-101.8	6274	24024	14.6039	75.3662	-7157	7429	3.04474	135.818	1.68781	152.238	1.05033	-88.0774	-0.000161108	-0.0439453	-8.25073	-3.91829	-0.00325963
-101.75	6269	24022	14.601	75.3717	-7477	7193	3.11584	137.708	1.71224	157.176	1.01858	-92.439	-0.000201386	-0.0164795	-7.88269	-3.74123	-0.00325963
-101.7	6274	24012	14.5936	75.3497	-7954	6868	3.35602	141.389	1.58874	151.996	1.12427	-85.8527	-4.02771e-05	0.0274658	-8.25073	-3.91829	-0.00325963
-101.65	6279	24029	14.6036	75.3772	-7477	7193	3.11279	135.181	1.66134	154.083	1.08361	-87.984	-0.000241663	-0.0164795	-8.34961	-3.96592	-0.00325963
-101.6	6263	24031	14.6039	75.3882	-7319	7429	3.16772	133	1.76751	157.308	0.995736	-92.3016	-0.000322217	-0.032959	-8.41553	-3.99768	-0.00325963
-101.55	6269	24029	14.6017	75.3717	-7554	6630	3.1311	136.758	1.75564	155.973	0.994637	-90.1044	-0.000201386	-0.0164795	-8.23975	-3.913	-0.00325963
-101.5	6266	24032	14.6105	75.3607	-6353	6555	2.75116	135.5	1.60457	148.475	1.11216	-84.7156	-0.000120831	-0.0933838	-8.43201	-4.00562	-0.00325963
-101.45	6265	24023	14.5999	75.3992	-7155	6633	3.23456	134.269	1.68604	155.836	1.04154	-91.4227	-0.000402771	-0.0274658	-7.96509	-3.78084	-0.00325963
-101.4	6264	24025	14.6003	75.3827	-7078	7590	3.23486	135.489	1.63268	152.639	1.08767	-88.4839	-0.00028194	-0.032959	-8.12988	-3.86012	-0.00325963
-101.35	6263	24017	14.5973	75.3497	-8113	6943	3.15918	143.031	1.6552	154.649	1.09305	-86.9788	-4.02771e-05	0.0164795	-8.54187	-4.05859	-0.00325963
-101.3	6279	24029	14.6043	75.3882	-7320	7668	3.13477	132.347	1.63841	154.655	1.08053	-89.1486	-0.000322217	-0.0164795	-8.29468	-3.93946	-0.00325963
-101.25	6269	24026	14.6039	75.3552	-7241	7669	3.11401	136.439	1.74458	153.441	1.01518	-86.4624	-8.05542e-05	-0.0164795	-8.22327	-3.90507	-0.00325963
-101.2	6263	24036	14.6072	75.3607	-6992	6234	2.88879	136.198	1.76301	157.95	0.982555	-93.186	-0.000120831	-0.065918	-8.00903	-3.80198	-0.00325963
-101.15	6274	24018	14.6003	75.3607	-7953	7025	3.20465	138.576	1.62354	152.781	1.10788	-88.3026	-0.000120831	0.0164795	-8.31116	-3.94739	-0.00325963
-101.1	6271	24027	14.6083	75.3717	-6754	7275	2.90558	135.17	1.58069	153.605	1.12506	-89.6924	-0.000201386	-0.065918	-8.25623	-3.92094	-0.00325963
-101.05	6271	24020	14.5981	75.3662	-8273	6706	3.24127	139.153	1.59242	155.797	1.10645	-91.4667	-0.000161108	0.0274658	-8.31665	-3.95004	-0.00325963
-101	6279	24019	14.5962	75.3717	-8036	7106	3.27789	139.719	1.71661	159.549	1.01507	-94.0375	-0.000201386	0.0274658	-8.1134	-3.85219	-0.00325963
-100.95	6272	24027	14.6032	75.3497	-7315	6790	3.01422	138.45	1.63705	154.677	1.09119	-89.7144	-4.02771e-05	-0.0384521	-8.12439	-3.85747	-0.00325963
-100.9	6279	24034	14.6058	75.3662	-6913	6714	2.95837	136.17	1.69969	155.226	1.04319	-89.5166	-0.000161108	-0.0604248	-8.16833	-3.87862	-0.00325963
-100.85	6274	24032	14.6069	75.3992	-6674	6633	3.09235	130.051	1.73148	154.221	1.01232	-90.3186	-0.000402771	-0.0769043	-8.1189	-3.85483	-0.00325963
-100.8	6280	24017	14.6014	75.3497	-7727	7194	3.04291	140.718	1.62654	153.276	1.098	-86.9183	-4.02771e-05	0.00549316	-8.31116	-3.94739	-0.00325963
-100.75	6274	24024	14.6047	75.3607	-7002	6404	2.96326	137.51	1.60348	151.073	1.12177	-87.5171	-0.000120831	-0.0604248	-8.16833	-3.87862	-0.00325963
-100.7	6268	24024	14.5984	75.3772	-8282	6868	3.31024	137.884	1.58028	155.33	1.11425	-88.8245	-0.000241663	0.032959	-7.78931	-3.69636	-0.00325963
-100.65	6268	24021	14.5988	75.3827	-8126	6952	3.2724	136.099	1.74254	158.752	1.00364	-93.8068	-0.00028194	0.0274658	-7.98706	-3.79141	-0.00325963
-100.6	6276	24030	14.605	75.3772	-7402	6478	3.09875	134.874	1.57755	156.747	1.13562	-91.2799	-0.000241663	-0.0274658	-8.20129	-3.89449	-0.00325963
-100.55	6263	24035	14.6116	75.3552	-6603	6563	2.73682	135.17	1.70146	152.089	1.03286	-86.413	-8.05542e-05	-0.0933838	-7.98706	-3.79141	-0.00325963
-100.5	6268	24022	14.6021	75.3717	-7479	6399	3.06976	138.73	1.70105	156.16	1.02946	-91.6205	-0.000201386	-0.0164795	-7.85522	-3.72803	-0.00325963
-100.45	6272	24023	14.6017	75.3772	-7247	7040	3.18604	135.818	1.65479	153.704	1.08273	-88.429	-0.000241663	-0.0274658	-8.17932	-3.88391	-0.00325963
-100.4	6257	24024	14.6014	75.3992	-7324	6958	3.23914	133.665	1.53484	152.534	1.16426	-88.0994	-0.000402771	-0.0164795	-8.05298	-3.82311	-0.00325963
-100.35	6272	24026	14.6025	75.3552	-7962	6711	3.06976	138.73	1.67458	153.765	1.04253	-86.2701	-8.05542e-05	0	-7.64099	-3.62512	-0.00325963
-100.3	6277	24024	14.6032	75.3497	-7884	6796	3.0127	141.422	1.7323	154.484	0.996175	-88.0939	-4.02771e-05	0	-7.32788	-3.47491	-0.00325963
-100.25	6271	24037	14.6094	75.3607	-6760	6795	2.8067	135.868	1.66243	157.495	1.08196	-92.3126	-0.000120831	-0.0714111	-7.72339	-3.66469	-0.00325963
-100.2	6278	24033	14.608	75.3607	-6601	6719	2.85828	136.203	1.63705	149.903	1.07207	-85.611	-0.000120831	-0.0769043	-7.33887	-3.48017	-0.00325963
-100.15	6277	24018	14.6028	75.3607	-7645	6715	3.06824	138.087	1.70569	152.644	1.02385	-86.5063	-0.000120831	-0.0109863	-7.33887	-3.48017	-0.00325963
-100.1	6266	24015	14.5958	75.3717	-7566	7277	3.29529	138.801	1.63596	154.792	1.08547	-89.577	-0.000201386	0.0109863	-7.63	-3.61985	-0.00325963
-100.05	6268	24020	14.6017	75.3662	-7643	6956	3.13599	137.395	1.49635	158.659	1.18987	-93.988	-0.000161108	-0.0109863	-7.65198	-3.6304	-0.00325963
-99.9999	6267	24022	14.5988	75.3772	-7804	6555	3.27393	137.307	1.76765	155.462	0.982885	-89.3024	-0.000241663	0	-7.44873	-3.53286	-0.00325963
-99.9499	6272	24029	14.6017	75.3662	-7566	7197	3.08441	137.747	1.68263	157.489	1.04549	-91.5656	-0.000161108	-0.0164795	-7.77832	-3.69108	-0.00325963
-99.8998	6269	24029	14.6069	75.3607	-6680	6320	2.91046	136.538	1.64701	153.704	1.0679	-88.2147	-0.000120831	-0.0878906	-7.69592	-3.6515	-0.00325963
-99.8498	6268	24033	14.6087	75.3552	-6528	7681	2.90924	135.862	1.66325	156.171	1.05933	-92.0544	-8.05542e-05	-0.0604248	-7.41577	-3.51705	-0.00325963
-99.7998	6269	24012	14.5981	75.3717	-8027	6491	3.24127	137.823	1.74363	152.919	1.00694	-87.616	-0.000201386	0.0164795	-7.66296	-3.63567	-0.00325963
-99.7498	6262	24025	14.5995	75.3882	-7553	6975	3.2547	135.088	1.54944	153.43	1.16215	-88.4509	-0.000322217	-0.0164795	-7.66846	-3.63831	-0.00325963
