Time	R2M7WFSIMES	R2M7WFSQMES	R2M7WFSGMES	R2M7WFSPMES	R2M7WFSIASK	R2M7WFSQASK	R2M7WFSGASK	R2M7WFSPASK	R2M7WFSCRFP	R2M7WFSCRFPP	R2M7WFSCRRP	R2M7WFSCRRPP	R2M7WFSGLDE	R2M7WFSPLDE	R2M7WFSDETA2	R2M7WFSCFQE2	R2M7WFSDFQES
-102.4	24801	-3393	16.8914	-7.78381	7571	2139	2.44873	15.1007	2.2671	99.6954	2.1215	132.446	0.000399297	0.065918	8.99231	4.73789	-0.00325963
-102.2	24799	-3386	16.8865	-7.77832	8041	2551	2.60437	16.0675	2.3556	100.212	2.04811	131.364	0.000359368	0.131836	9.60205	5.06505	-0.00325963
-102	24803	-3393	16.8937	-7.7948	7483	2282	2.38556	16.1499	2.2875	102.607	2.13993	129.573	0.000479157	0.0439453	10.5798	5.59219	-0.00325963
-101.8	24801	-3399	16.893	-7.80029	7216	2057	2.40723	16.7651	2.26018	101.453	2.17888	131.27	0.000519086	0.032959	10.5414	5.5714	-0.00325963
-101.6	24792	-3404	16.885	-7.82227	7558	2738	2.5351	20.9344	2.31372	100.937	2.16045	130.99	0.000678805	0.0933838	11.64	6.16757	-0.00325963
-101.4	24804	-3403	16.8926	-7.80579	7554	2274	2.40387	17.9132	2.41606	102.706	2.07281	128.985	0.000559016	0.0604248	11.64	6.16757	-0.00325963
-101.2	24785	-3399	16.8899	-7.7948	8007	2133	2.48901	16.0565	2.45066	98.1134	1.98551	132.671	0.000479157	0.098877	11.1456	5.89874	-0.00325963
-101	24791	-3398	16.8903	-7.80579	7562	3130	2.45239	18.0231	2.46158	101.162	2.05716	128.87	0.000559016	0.10437	12.3157	6.53653	-0.00325963
-100.8	24798	-3415	16.891	-7.84424	7406	3004	2.37762	23.1317	2.43609	106.891	2.10272	124.953	0.000838524	0.0823975	12.7936	6.79865	-0.00325963
-100.6	24797	-3394	16.8903	-7.7948	7811	1971	2.45636	16.875	2.39275	104.985	2.16462	127.178	0.000479157	0.0823975	13.1342	6.98605	-0.00325963
-100.4	24795	-3392	16.8888	-7.81128	7073	2854	2.45911	19.5996	2.41642	102.931	2.16358	127.908	0.000598946	0.0549316	13.4747	7.17397	-0.00325963
-100.2	24795	-3402	16.8891	-7.82227	7514	3063	2.46582	20.6268	2.46668	104.54	2.08324	126.595	0.000678805	0.10437	13.5406	7.2104	0
-100	24803	-3406	16.8964	-7.80579	7455	2037	2.30225	17.5507	2.3658	104.343	2.11732	127.068	0.000559016	0.032959	12.7881	6.79563	0
-99.8	24795	-3402	16.891	-7.81128	7502	2139	2.41516	18.6493	2.38291	105.266	2.13749	127.365	0.000598946	0.0549316	13.233	7.04055	0
-99.6	24799	-3389	16.8876	-7.81128	7871	2320	2.50031	19.4183	2.38255	103.002	2.15697	128.787	0.000598946	0.098877	12.6892	6.74132	0.00325963
-99.4	24804	-3394	16.8914	-7.78381	7612	2235	2.43317	14.9139	2.44446	102.892	1.97751	128.342	0.000399297	0.065918	11.1292	5.88979	0.00325963
-99.2001	24801	-3380	16.8899	-7.78381	7788	2517	2.50458	14.1449	2.34067	104.15	2.11697	127.068	0.000399297	0.0878906	9.49768	5.00897	0.00325963
-99.0001	24805	-3380	16.8937	-7.78381	7784	2053	2.38922	14.8206	2.25727	101.261	2.14758	129.76	0.000399297	0.0769043	9.03625	4.76143	0.00325963
-98.8001	24802	-3382	16.8941	-7.76733	7590	1895	2.47101	11.7773	2.4044	100.382	1.96047	130.875	0.000279508	0.0384521	7.94312	4.17747	0.00325963
-98.6001	24803	-3391	16.8987	-7.77832	7490	1940	2.30591	13.0243	2.29951	100.239	2.03803	131.605	0.000359368	0.032959	6.80054	3.5704	0.00651926
-98.4001	24811	-3380	16.8979	-7.73438	8047	1040	2.37885	6.27869	2.33011	95.6525	1.95386	136.088	3.99297e-05	0.0384521	4.92188	2.57827	0.00651926
-98.2001	24817	-3370	16.8994	-7.74536	7447	1207	2.37244	7.19055	2.21866	99.3274	2.0575	133.522	0.000119789	0	4.32861	2.26623	0.00651926
-98.0001	24818	-3386	16.9013	-7.76733	7384	1286	2.24487	11.0138	2.18661	94.5044	2.0822	137.604	0.000279508	-0.00549316	3.51013	1.83652	0.00651926
-97.8001	24815	-3381	16.9006	-7.73438	7647	659	2.34192	6.26221	2.2966	91.7468	1.94065	139.988	3.99297e-05	-0.0164795	1.75781	0.918832	0.00651926
-97.6001	24817	-3377	16.9013	-7.72888	7452	425	2.36816	5.33936	2.19171	92.7795	2.0349	139.51	0	-0.0109863	0.65918	0.344469	0.00651926
-97.4001	24814	-3357	16.8971	-7.7179	8130	473	2.49512	4.80652	2.1786	91.9391	2.05159	140.213	-7.98594e-05	0.0164795	0.0878906	0.0459272	0.00651926
-97.2001	24816	-3361	16.8979	-7.73438	7749	1269	2.45331	8.42102	2.21903	91.7853	2.01055	140.18	3.99297e-05	0.0494385	-1.65894	-0.867118	0.00651926
-97.0001	24827	-3355	16.9055	-7.72888	7221	497	2.23602	4.97681	2.31044	89.1486	1.95073	143.388	0	-0.0549316	-4.16931	-2.18253	0.00651926
-96.8001	24829	-3348	16.9074	-7.68494	7818	480	2.43286	-1.74133	2.31117	88.3685	1.93926	143.981	-0.000319438	-0.0274658	-5.34485	-2.80108	0.00651926
-96.6001	24830	-3352	16.9067	-7.68494	7855	51	2.42035	-2.4884	2.15201	85.3528	2.1208	147.167	-0.000319438	-0.0604248	-7.63	-4.01079	0.00651926
-96.4001	24832	-3359	16.9097	-7.68494	8004	-987	2.38556	-5.3009	2.26455	80.6012	2.0742	151.381	-0.000319438	-0.098877	-10.08	-5.3223	0.00651926
-96.2001	24831	-3346	16.9086	-7.65747	8326	-1007	2.52777	-7.6355	2.19608	81.4087	2.15697	150.43	-0.000519086	-0.0769043	-11.3599	-6.01512	0.00651926
-96.0001	24831	-3349	16.9093	-7.67944	7671	-380	2.38556	-4.422	2.09619	81.0132	2.22618	150.584	-0.000359368	-0.0878906	-11.9696	-6.34732	0.00651926
-95.8001	24836	-3328	16.912	-7.64099	8227	-1278	2.50183	-9.8877	2.46959	81.0297	1.92326	151.463	-0.000638876	-0.0933838	-12.6123	-6.69911	0.00651926
-95.6001	24827	-3347	16.9059	-7.67395	8360	-655	2.49359	-3.94958	2.13963	79.0027	2.22618	152.358	-0.000399297	-0.032959	-12.9749	-6.89833	0.00325963
-95.4001	24838	-3363	16.915	-7.67944	7481	-538	2.31049	-6.81152	2.29369	83.1445	2.10932	149.37	-0.000359368	-0.115356	-13.3099	-7.08297	0.00325963
-95.2001	24830	-3333	16.9051	-7.64648	8907	-919	2.60345	-5.93262	2.31335	79.2499	2.05959	153.875	-0.000598946	-0.00549316	-12.5189	-6.64789	0.00325963
-95.0001	24831	-3335	16.9074	-7.65747	8290	-727	2.51678	-6.44897	2.27875	82.1228	2.0655	150.892	-0.000519086	-0.0714111	-11.4642	-6.07188	0
-94.8001	24831	-3354	16.9101	-7.69592	7765	-643	2.3465	-2.87292	2.36106	80.7385	2.02272	151.913	-0.000239578	-0.0933838	-11.9476	-6.33532	0
-94.6001	24833	-3343	16.9105	-7.68494	7741	-460	2.37701	-4.20227	2.21611	79.0356	2.13645	153.457	-0.000319438	-0.0878906	-11.9641	-6.34432	0
-94.4001	24829	-3362	16.9067	-7.66846	8222	-1036	2.5177	-4.99878	2.35669	79.4641	2.00534	153.16	-0.000439227	-0.0604248	-11.8762	-6.29635	0
-94.2001	24830	-3357	16.9067	-7.68494	7872	-569	2.44415	-2.90039	2.39275	78.9148	1.97647	153.732	-0.000319438	-0.0714111	-11.7993	-6.25439	0
-94.0001	24830	-3349	16.907	-7.68494	7721	-698	2.4115	-3.12561	2.24306	79.8981	2.11037	151.26	-0.000319438	-0.0823975	-11.8378	-6.27537	0
-93.8001	24839	-3350	16.9139	-7.67395	7357	-808	2.32391	-6.76758	2.26419	84.7925	2.06272	147.596	-0.000399297	-0.142822	-11.5356	-6.11074	-0.00325963
-93.6001	24835	-3331	16.9082	-7.67395	8160	-988	2.43042	-5.15808	2.32938	82.2327	2.02968	150.211	-0.000399297	-0.0714111	-11.5356	-6.11074	-0.00325963
-93.4001	24830	-3358	16.9108	-7.69043	7690	-663	2.32422	-3.57056	2.25836	81.9855	2.0662	150.013	-0.000279508	-0.10437	-11.0083	-5.82422	-0.00325963
