Time	R2M1WFSIMES	R2M1WFSQMES	R2M1WFSGMES	R2M1WFSPMES	R2M1WFSIASK	R2M1WFSQASK	R2M1WFSGASK	R2M1WFSPASK	R2M1WFSCRFP	R2M1WFSCRFPP	R2M1WFSCRRP	R2M1WFSCRRPP	R2M1WFSGLDE	R2M1WFSPLDE	R2M1WFSDETA2	R2M1WFSCFQE2	R2M1WFSDFQES
-102.4	10504	18682	11.6562	60.7709	3558	-3422	1.50635	-43.9728	0.867099	-96.7346	0.528971	-131.133	0.492001	13.7714	9.646	3.83184	-79.5121
-102.2	17623	12251	11.6731	34.8761	1703	-4630	1.50635	-69.8676	0.862265	-122.932	0.533938	-156.495	0.688902	13.6121	9.78333	3.88746	-79.4013
-102	21225	3355	11.6902	9.07471	-481	-4913	1.50635	-95.6744	0.865689	-147.777	0.535549	176.688	0.885092	13.4912	10.0635	4.00107	-79.4013
-101.8	20576	-6257	11.7013	-16.7816	-2575	-4212	1.50635	-121.531	0.861257	-174.04	0.538636	151.353	1.0817	13.3319	10.2612	4.08138	-79.4013
-101.6	15819	-14618	11.7188	-42.594	-4155	-2668	1.50635	-147.349	0.860049	160.258	0.542663	125.513	1.27797	13.1781	10.6403	4.2356	-79.2579
-101.4	7902	-20061	11.7259	-68.4064	-4903	-596	1.50635	-173.161	0.855013	135.137	0.547496	99.0088	-1.26315	13.0847	10.6952	4.25798	-79.2579
-101.2	-1622	-21516	11.7373	-94.1968	-4671	1592	1.50635	161.043	0.853805	109.012	0.548838	73.6688	-1.06704	12.9858	10.7721	4.28933	-79.0851
-101	-10767	-18707	11.74	-119.828	-3519	3462	1.50635	135.412	0.845143	83.6993	0.555281	47.8619	-0.872144	12.9364	10.8929	4.33862	-79.0851
-100.8	-17820	-12203	11.7487	-145.519	-1673	4644	1.50635	109.715	0.837489	57.9474	0.557832	22.2968	-0.676789	12.854	10.7336	4.27365	-79.0851
-100.6	-21359	-3329	11.7574	-171.057	488	4912	1.50635	84.1772	0.835878	31.9263	0.557563	-2.69714	-0.482603	12.7606	10.6952	4.25798	-78.8798
-100.4	-20726	6186	11.7661	163.51	2551	4225	1.50635	58.7439	0.832856	6.9104	0.557966	-28.5919	-0.289211	12.6892	10.5743	4.20875	-78.8798
-100.2	-16071	14498	11.7741	138.087	4117	2722	1.50635	33.3105	0.836683	-19.0887	0.55555	-53.4485	-0.0959024	12.6398	10.6787	4.25126	-78.8798
-100	-8335	19972	11.7761	112.758	4885	694	1.50635	7.98706	0.833863	-44.2474	0.557563	-78.9807	0.096696	12.5684	10.6403	4.2356	-78.6516
-99.8	968	21625	11.7741	87.5665	4717	-1455	1.50635	-17.2156	0.832051	-69.1809	0.55716	-104.513	0.28825	12.5903	10.6238	4.22888	-78.6516
-99.6	10060	19162	11.7701	62.4133	3654	-3323	1.50635	-42.3578	0.826612	-94.3066	0.560651	-129.545	0.479512	12.5903	10.7666	4.28709	-78.6516
-99.4	17247	13094	11.7795	37.2656	1894	-4556	1.50635	-67.5	0.819361	-118.757	0.564678	-155.27	0.670732	12.5629	10.7721	4.28933	-78.4039
-99.2001	21179	4561	11.7835	12.2772	-209	-4930	1.50635	-92.5049	0.816742	-144.344	0.564812	-179.846	0.860741	12.5134	10.8435	4.31845	-78.4039
-99.0001	21117	-4798	11.7821	-12.6727	-2267	-4385	1.50635	-117.455	0.807879	-169.327	0.569107	155.264	1.05046	12.5409	10.8875	4.33638	-78.4039
-98.8001	17104	-13271	11.7778	-37.6886	-3911	-3011	1.50635	-142.471	0.805261	166.245	0.570852	129.65	1.24067	12.5739	11.0852	4.41713	-78.1561
-98.6001	9901	-19248	11.7738	-62.6331	-4815	-1085	1.50635	-167.426	0.792369	140.674	0.577161	105.436	-1.30705	12.6068	11.0303	4.39469	-78.1561
-98.4001	869	-21616	11.7694	-87.561	-4824	1049	1.50635	167.646	0.78814	116.082	0.579578	80.0903	-1.1175	12.6508	11.0797	4.41488	-78.1561
-98.2001	-8342	-19950	11.7641	-112.571	-3928	2990	1.50635	142.646	0.780888	91.1865	0.582799	55.1239	-0.927321	12.7332	10.9039	4.3431	-77.9279
-98.0001	-15993	-14539	11.7571	-137.576	-2296	4371	1.50635	117.62	0.7825	65.2753	0.579578	30.7947	-0.737187	12.7991	10.827	4.31173	-77.9279
-97.8001	-20630	-6406	11.75	-162.625	-232	4932	1.50635	92.5708	0.782902	40.8636	0.578101	5.14709	-0.546719	12.8705	10.6512	4.24007	-77.9279
-97.6001	-21377	2942	11.7396	172.315	1879	4562	1.50635	67.5055	0.782701	15.0183	0.575148	-19.1437	-0.356167	12.9639	10.3931	4.13498	-77.7389
-97.4001	-18085	11756	11.7343	147.151	3644	3330	1.50635	42.3358	0.78391	-10.0195	0.575148	-44.5166	-0.164822	13.0078	10.3217	4.10594	-77.7389
-97.2001	-11350	18336	11.7319	121.833	4715	1458	1.50635	17.1002	0.779277	-35.5463	0.575014	-69.6259	0.0276931	13.0737	9.97559	3.9654	-77.7389
-97.0001	-2434	21418	11.7245	96.5588	4888	-695	1.50635	-8.17383	0.783507	-61.3422	0.572598	-94.4	0.219874	13.1177	9.86023	3.91862	-77.5955
-96.8001	6973	20370	11.7155	71.1914	4118	-2720	1.50635	-33.5413	0.787334	-86.369	0.570181	-120.267	0.412765	13.1891	9.61304	3.81849	-77.5955
-96.6001	15052	15394	11.7121	45.7526	2550	-4227	1.50635	-58.9856	0.787938	-112.247	0.569107	-145.239	0.606199	13.2385	9.6405	3.82961	-77.5955
