Time	R2M5WFSIMES	R2M5WFSQMES	R2M5WFSGMES	R2M5WFSPMES	R2M5WFSIASK	R2M5WFSQASK	R2M5WFSGASK	R2M5WFSPASK	R2M5WFSCRFP	R2M5WFSCRFPP	R2M5WFSCRRP	R2M5WFSCRRPP	R2M5WFSGLDE	R2M5WFSPLDE	R2M5WFSDETA2	R2M5WFSCFQE2	R2M5WFSDFQES
-102.4	-18454	11841	14.3051	147.31	-4982	-808	1.68823	179.984	1.26341	-50.4053	1.17017	-52.1631	0	0.0494385	5.09216	2.66794	0
-102.2	-18457	11842	14.3095	147.316	-5352	390	1.51489	177.556	1.22492	-51.7291	1.21781	-51.394	-4.48692e-05	0.032959	5.224	2.73739	0
-102	-18452	11841	14.3059	147.294	-5140	-179	1.59332	-174.941	1.24213	-43.1323	1.18661	-61.507	0.000134608	0.0494385	4.57581	2.39618	0
-101.8	-18455	11841	14.3115	147.305	-4580	-420	1.39526	-179.011	1.11705	-47.2192	1.29823	-55.2393	4.48692e-05	0	2.98828	1.56294	0
-101.6	-18462	11851	14.3134	147.31	-4758	969	1.41815	171.552	1.14447	-57.2278	1.25426	-45.9174	0	0.00549316	2.2522	1.17749	0
-101.4	-18459	11845	14.313	147.31	-4800	-729	1.40778	178.561	1.22812	-50.4053	1.16005	-52.8113	0	0.0164795	1.54358	0.806792	0
-101.2	-18460	11843	14.3115	147.31	-4793	-389	1.47705	177.22	1.16728	-43.6212	1.22899	-59.1888	0	0.0274658	1.12061	0.585647	0
-101	-18461	11854	14.3166	147.305	-4652	740	1.28143	170.793	1.26392	-41.7865	1.1181	-59.1229	4.48692e-05	-0.0219727	0.384521	0.200935	0
-100.8	-18451	11851	14.3099	147.299	-4692	-1074	1.50146	-175.501	1.24993	-59.4196	1.15141	-43.1708	8.97384e-05	0.0274658	0.181274	0.0947252	0
-100.6	-18449	11851	14.3091	147.305	-4771	692	1.47919	177.781	1.1961	-54.3878	1.22372	-49.3286	4.48692e-05	0.00549316	-0.379028	-0.198064	0
-100.4	-18455	11848	14.3091	147.31	-5098	1267	1.51337	176.545	1.1997	-54.7064	1.18872	-48.4497	0	0.00549316	-2.15332	-1.12575	0
-100.2	-18462	11837	14.3138	147.321	-4785	126	1.35925	175.54	1.1951	-53.6023	1.2098	-49.4604	-8.97384e-05	0.00549316	-3.09814	-1.62051	0
-100	-18463	11843	14.3142	147.31	-4883	923	1.32568	175.43	1.14207	-63.902	1.2621	-40.4352	0	-0.00549316	-4.18579	-2.19118	0
-99.8	-18458	11841	14.3134	147.338	-4479	1198	1.49933	163.081	1.13406	-57.9419	1.29621	-45.6976	-0.000224346	-0.0219727	-6.19629	-3.25055	0
-99.6	-18463	11834	14.3154	147.332	-4150	669	1.2796	166.932	1.22031	-61.3037	1.21465	-41.9403	-0.000179477	-0.0439453	-7.73987	-4.06925	0
-99.4	-18472	11844	14.3178	147.338	-4016	1342	1.32568	161.96	1.31932	-59.7052	1.10903	-44.4067	-0.000224346	-0.0604248	-8.57483	-4.51453	0
-99.2001	-18462	11838	14.3091	147.332	-5106	859	1.55121	168.986	1.23052	-56.6785	1.1786	-47.1478	-0.000179477	0.0384521	-8.68469	-4.57326	0
-99.0001	-18460	11841	14.3107	147.321	-4566	2149	1.50635	171.376	1.1939	-65.3632	1.2098	-38.4412	-8.97384e-05	-0.0274658	-10.7172	-5.66649	0
-98.8001	-18466	11828	14.3083	147.376	-5095	1312	1.76392	157.956	1.26162	-66.0498	1.20242	-35.1672	-0.00053843	0.0274658	-11.8927	-6.30534	0
