Time	R044WFSIMES	R044WFSQMES	R044WFSGMES	R044WFSPMES	R044WFSIASK	R044WFSQASK	R044WFSGASK	R044WFSPASK	R044WFSCRFP	R044WFSCRFPP	R044WFSCRRP	R044WFSCRRPP	R044WFSGLDE	R044WFSPLDE	R044WFSDETA2	R044WFSCFQE2	R044WFSDFQES
-102.4	21569	11906	15.7586	28.9105	2868	-15014	4.79584	-78.7115	4.56061	-74.9872	10.6283	-96.795	0.0016193	0.346069	50.5206	35.0835	0.0325963
-102.35	21573	11903	15.7559	28.9105	3704	-15741	4.94537	-79.0192	4.45191	-75.0256	10.5399	-97.0807	0.0016193	0.368042	50.3339	34.8514	0.0325963
-102.3	21575	11908	15.7638	28.9215	2957	-15343	4.70093	-80.9088	4.55108	-73.3887	10.9651	-97.4597	0.00153834	0.32959	50.4272	34.9672	0.0325963
-102.25	21573	11908	15.7631	28.894	3830	-14986	4.78668	-75.4761	4.36296	-77.7997	0.147737	-95.9052	0.00174075	0.32959	49.8779	34.2923	0.0325963
-102.2	21572	11906	15.7631	28.8885	4412	-15034	4.80103	-73.9435	4.44754	-74.8169	10.4961	-96.9379	0.00178123	0.32959	50.224	34.7157	0.0325963
-102.15	21570	11901	15.7608	28.894	4442	-15677	4.81079	-75.2454	4.50189	-79.3103	11.4472	-96.3171	0.00174075	0.346069	50.3613	34.8854	0.0325963
-102.1	21568	11910	15.7616	28.9105	3633	-15093	4.75372	-77.2668	4.48798	-75.8331	11.077	-97.4432	0.0016193	0.340576	50.1416	34.6144	0.0325963
-102.05	21569	11905	15.7608	28.8995	4884	-15746	4.84924	-75.8002	4.37516	-76.8329	11.3443	-95.5536	0.00170027	0.362549	49.9768	34.4127	0.0325963
-102	21572	11900	15.7608	28.894	3912	-15043	4.87274	-75.5695	4.37284	-74.718	11.5723	-96.5643	0.00174075	0.32959	50.0482	34.4999	0.0325963
-101.95	21574	11897	15.7589	28.8776	3757	-15431	4.99146	-74.4543	4.41611	-80.9363	10.7098	-95.6415	0.0018622	0.362549	49.9603	34.3926	0.0325963
-101.9	21570	11913	15.7589	28.9215	3743	-15788	4.79095	-78.8489	4.5006	-76.1902	10.7666	-97.2675	0.00153834	0.373535	50.0372	34.4865	0.0325963
-101.85	21567	11906	15.7597	28.8885	3771	-15069	4.97711	-73.6798	4.48128	-78.75	1.07771	-96.2238	0.00178123	0.335083	49.8615	34.2723	0.0325963
-101.8	21576	11907	15.762	28.9215	3250	-14938	4.66309	-78.2611	4.40143	-76.8713	0.143538	-96.8005	0.00153834	0.32959	49.5758	33.9277	0.0325963
-101.75	21575	11898	15.7608	28.894	3129	-15100	4.82635	-76.0364	4.39885	-78.1458	1.19458	-96.5533	0.00174075	0.346069	49.433	33.7568	0.0325963
-101.7	21575	11912	15.7608	28.894	4211	-15138	4.87762	-75.0751	4.30399	-78.2886	0.200097	-96.3666	0.00174075	0.335083	49.4714	33.8027	0.0325963
-101.65	21574	11905	15.7642	28.894	4097	-15305	4.72504	-75.1465	4.404	-80.8154	11.7678	-96.3391	0.00174075	0.335083	49.5703	33.9211	0.0325963
-101.6	21566	11906	15.7555	28.916	2848	-16004	4.98566	-78.6786	4.39731	-77.179	0.462848	-96.0205	0.00157882	0.390015	49.5593	33.9079	0.0325963
-101.55	21574	11902	15.7616	28.905	3736	-15291	4.77966	-76.5088	4.3657	-78.9258	1.10238	-96.2457	0.00165978	0.340576	49.3616	33.6718	0.0325963
-101.5	21574	11903	15.7593	28.9215	2736	-15308	4.83398	-78.8708	4.33837	-74.6631	0.180851	-96.8884	0.00153834	0.357056	49.4824	33.8159	0.0325963
-101.45	21577	11909	15.7657	28.8831	4307	-14839	4.70154	-72.9932	4.37361	-71.8286	11.7791	-96.0535	0.00182171	0.302124	49.4989	33.8356	0.0325963
-101.4	21579	11900	15.7608	28.894	3710	-15148	4.77966	-76.5088	4.34816	-77.8876	2.24489	-95.9821	0.00174075	0.340576	49.455	33.7831	0.0325963
