Time	R047WFSIMES	R047WFSQMES	R047WFSGMES	R047WFSPMES	R047WFSIASK	R047WFSQASK	R047WFSGASK	R047WFSPASK	R047WFSCRFP	R047WFSCRFPP	R047WFSCRRP	R047WFSCRRPP	R047WFSGLDE	R047WFSPLDE	R047WFSDETA2	R047WFSCFQE2	R047WFSDFQES
-102.4	13868	-16418	15.9505	-49.8175	-5802	1262	1.93298	167.767	1.90267	-142.328	1.39554	-129.705	-0.000325869	-0.065918	-17.1936	-8.51496	-0.00325963
-102.35	13869	-16424	15.956	-49.8175	-5581	1828	1.78802	162.839	1.8585	-141.795	1.41517	-130.172	-0.000325869	-0.0933838	-16.9904	-8.40812	-0.00325963
-102.3	13873	-16422	15.956	-49.801	-5989	2322	1.86432	159.274	1.95973	-146.294	1.42336	-127.727	-0.000465528	-0.0878906	-17.2046	-8.52074	-0.00325963
-102.25	13873	-16418	15.9577	-49.79	-5460	1904	1.93207	154.039	1.92046	-144.168	1.39794	-127.293	-0.000558633	-0.109863	-17.1442	-8.48895	-0.00325963
-102.2	13869	-16427	15.9539	-49.8065	-5870	2397	1.88202	162.18	1.86956	-141.339	1.46474	-130.869	-0.000418975	-0.0878906	-17.3529	-8.59887	-0.00325963
-102.15	13879	-16414	15.9543	-49.7955	-6046	2537	1.9812	160.697	1.83678	-145.003	1.41672	-127.106	-0.00051208	-0.0823975	-16.7651	-8.28999	-0.00325963
-102.1	13872	-16418	15.956	-49.8065	-5724	1145	1.86005	160.197	1.88188	-143.053	1.44525	-128.562	-0.000418975	-0.0714111	-17.3804	-8.61335	-0.00325963
-102.05	13876	-16413	15.9564	-49.7845	-6052	1516	2.03674	156.572	1.91214	-144.86	1.41912	-126.799	-0.000605186	-0.0714111	-17.4023	-8.62494	-0.00325963
-102	13871	-16416	15.9526	-49.7955	-5956	1498	2.00775	161.68	1.80153	-143.031	1.46657	-128.809	-0.00051208	-0.0714111	-17.287	-8.56413	-0.00325963
-101.95	13872	-16425	15.9551	-49.823	-5450	984	1.69006	166.641	1.80686	-138.752	1.46784	-133.654	-0.000279317	-0.0823975	-17.7045	-8.78456	-0.00325963
-101.9	13872	-16414	15.9509	-49.801	-6734	2678	2.00165	163.416	1.82018	-138.45	1.4492	-135.203	-0.000465528	-0.0549316	-17.3749	-8.61045	-0.00325963
-101.85	13879	-16417	15.9556	-49.801	-5460	1904	1.86005	160.197	1.97174	-143.218	1.37605	-129.111	-0.000465528	-0.0933838	-17.1497	-8.49184	-0.00325963
-101.8	13875	-16417	15.9556	-49.801	-5407	1691	1.95557	159.697	1.86096	-145.778	1.45344	-126.293	-0.000465528	-0.098877	-17.2046	-8.52074	-0.00325963
-101.75	13869	-16424	15.956	-49.834	-5681	1338	1.65985	166.613	1.84518	-143.196	1.48409	-128.644	-0.000186211	-0.0878906	-17.5452	-8.70033	-0.00325963
-101.7	13872	-16414	15.956	-49.8285	-5338	1483	1.68762	165.504	1.86383	-139.274	1.39892	-134.242	-0.000232764	-0.098877	-16.8256	-8.32165	-0.00325963
-101.65	13874	-16423	15.9556	-49.7845	-6386	2308	2.10754	155.171	1.99091	-143.383	1.37576	-125.634	-0.000605186	-0.0714111	-16.7432	-8.27848	-0.00325963
